country,internal_reporting,count,timestamp
BHR,,4,2024-03-15
TWN,False,5,2024-03-15
NIC,,27,2024-03-15
MEX,True,300,2024-03-15
DOM,False,83,2024-03-15
KHM,True,67,2024-03-15
CHL,True,63,2024-03-15
MNG,True,1,2024-03-15
SEN,True,1,2024-03-15
GIB,True,16,2024-03-15
SSD,,5,2024-03-15
FJI,True,48,2024-03-15
PNG,True,24,2024-03-15
NAM,True,1,2024-03-15
SGP,False,95,2024-03-15
ISR,False,9,2024-03-15
TTO,True,15,2024-03-15
KWT,,24,2024-03-15
UKR,False,36,2024-03-15
MWI,,2,2024-03-15
MDV,True,22,2024-03-15
FJI,,50,2024-03-15
MRT,,25,2024-03-15
PER,,257,2024-03-15
MYS,True,319,2024-03-15
NLD,,1,2024-03-15
SLE,True,4,2024-03-15
BTN,True,49,2024-03-15
PAK,,63,2024-03-15
PAN,False,5,2024-03-15
VNM,True,79,2024-03-15
TUR,,783,2024-03-15
MKD,False,10,2024-03-15
BHR,False,7,2024-03-15
HKG,False,2,2024-03-15
MRT,True,1,2024-03-15
SLE,,45,2024-03-15
EGY,True,20,2024-03-15
MNE,,63,2024-03-15
TKM,True,8,2024-03-15
PHL,True,78,2024-03-15
PSE,True,17,2024-03-15
LCA,True,2,2024-03-15
COM,True,7,2024-03-15
MDG,,40,2024-03-15
MAR,,23,2024-03-15
SDN,,31,2024-03-15
GEO,,43,2024-03-15
OMN,,10,2024-03-15
DOM,True,188,2024-03-15
MWI,True,49,2024-03-15
KEN,False,18,2024-03-15
JPN,False,6,2024-03-15
CIV,False,1,2024-03-15
KGZ,False,2,2024-03-15
VNM,,55,2024-03-15
PAN,,13,2024-03-15
CIV,,2,2024-03-15
BLR,True,4,2024-03-15
LBR,,1,2024-03-15
IRQ,True,38,2024-03-15
KOR,,53,2024-03-15
KGZ,True,11,2024-03-15
SDN,False,1,2024-03-15
SLE,False,6,2024-03-15
ZAF,,46,2024-03-15
BTN,,54,2024-03-15
ISR,,20,2024-03-15
KIR,True,2,2024-03-15
ZMB,True,3,2024-03-15
PRT,,21,2024-03-15
OMN,True,16,2024-03-15
TUN,,4,2024-03-15
JOR,True,238,2024-03-15
DZA,True,34,2024-03-15
CRI,False,42,2024-03-15
IRN,,9,2024-03-15
LTU,,2,2024-03-15
PAK,False,17,2024-03-15
ZWE,True,9,2024-03-15
CYP,,3,2024-03-15
THA,True,579,2024-03-15
TWN,,85,2024-03-15
MYS,,100,2024-03-15
CHL,,39,2024-03-15
NGA,False,45,2024-03-15
MAC,,13,2024-03-15
ECU,True,245,2024-03-15
PER,True,161,2024-03-15
ZWE,False,14,2024-03-15
NGA,True,45,2024-03-15
SAU,False,35,2024-03-15
SRB,True,11,2024-03-15
CAN,,1,2024-03-15
PER,False,89,2024-03-15
WSM,False,3,2024-03-15
MDV,False,20,2024-03-15
POL,False,15,2024-03-15
SDN,True,1,2024-03-15
RUS,,1,2024-03-15
PAK,True,59,2024-03-15
HTI,True,3,2024-03-15
TUN,True,3,2024-03-15
KIR,,3,2024-03-15
GBR,True,1882,2024-03-15
BRN,False,4,2024-03-15
YEM,False,1,2024-03-15
IRQ,False,34,2024-03-15
BLZ,,49,2024-03-15
ITA,False,13,2024-03-15
ESP,False,4,2024-03-15
TTO,,48,2024-03-15
PRI,,1,2024-03-15
ESP,,16,2024-03-15
MYS,False,71,2024-03-15
MAR,True,23,2024-03-15
CHN,True,37,2024-03-15
ZMB,False,3,2024-03-15
NIC,False,21,2024-03-15
PAN,True,12,2024-03-15
KEN,,197,2024-03-15
PRI,True,1,2024-03-15
WSM,,12,2024-03-15
LKA,,29,2024-03-15
ISR,True,85,2024-03-15
MDV,,134,2024-03-15
POL,True,262,2024-03-15
GIB,False,1,2024-03-15
LBN,,8,2024-03-15
IRL,True,7,2024-03-15
KEN,True,223,2024-03-15
TWN,True,48,2024-03-15
SLB,,3,2024-03-15
IRL,,10,2024-03-15
GHA,False,7,2024-03-15
CMR,True,2,2024-03-15
UGA,True,146,2024-03-15
PNG,False,9,2024-03-15
SHN,True,4,2024-03-15
NGA,,68,2024-03-15
TUR,True,295,2024-03-15
MNE,True,63,2024-03-15
KHM,False,7,2024-03-15
HND,,28,2024-03-15
TON,False,3,2024-03-15
YEM,True,7,2024-03-15
SLV,,46,2024-03-15
ECU,,208,2024-03-15
GRD,,1,2024-03-15
ETH,False,6,2024-03-15
DMA,True,2,2024-03-15
GRC,,57,2024-03-15
SYR,,5,2024-03-15
DMA,False,2,2024-03-15
GIN,,104,2024-03-15
LBN,False,4,2024-03-15
COK,,7,2024-03-15
LBY,False,4,2024-03-15
SSD,True,1,2024-03-15
NZL,False,381,2024-03-15
OMN,False,137,2024-03-15
RUS,True,2,2024-03-15
QAT,False,14,2024-03-15
LBY,True,3,2024-03-15
SGP,,143,2024-03-15
HND,False,11,2024-03-15
PRT,False,10,2024-03-15
IND,,1993,2024-03-15
KAZ,,26,2024-03-15
HTI,False,6,2024-03-15
LTU,False,1,2024-03-15
BRA,False,29,2024-03-15
GIN,True,8,2024-03-15
HKG,,461,2024-03-15
NZL,True,246,2024-03-15
PHL,False,39,2024-03-15
KHM,,82,2024-03-15
MMR,,21,2024-03-15
MMR,False,13,2024-03-15
MKD,,40,2024-03-15
IRL,False,19,2024-03-15
IDN,,505,2024-03-15
CHN,,15,2024-03-15
SLV,True,104,2024-03-15
MKD,True,33,2024-03-15
PRI,False,2,2024-03-15
DZA,,35,2024-03-15
FLK,True,4,2024-03-15
GUY,True,94,2024-03-15
BOL,False,37,2024-03-15
VEN,True,136,2024-03-15
CIV,True,8,2024-03-15
JPN,,117,2024-03-15
ESP,True,28,2024-03-15
SRB,,8,2024-03-15
BHR,True,8,2024-03-15
TZA,,6,2024-03-15
BHS,False,3,2024-03-15
LAO,,21,2024-03-15
KGZ,,28,2024-03-15
PHL,,209,2024-03-15
IND,True,461,2024-03-15
EGY,,43,2024-03-15
KOR,True,48,2024-03-15
PRY,True,136,2024-03-15
QAT,True,49,2024-03-15
URY,False,3,2024-03-15
VNM,False,2,2024-03-15
BRA,True,195,2024-04-15
THA,False,31,2024-04-15
SLB,True,61,2024-04-15
ZAF,False,105,2024-04-15
PSE,,18,2024-04-15
HTI,,7,2024-04-15
NOR,True,136,2024-04-15
IRN,True,21,2024-04-15
POL,,228,2024-04-15
LVA,,17,2024-04-15
WSM,True,13,2024-04-15
JAM,,25,2024-04-15
ZMB,,5,2024-04-15
PRY,False,15,2024-04-15
BRA,,408,2024-04-15
LAO,True,14,2024-04-15
MOZ,,95,2024-04-15
JOR,,1,2024-04-15
RWA,True,108,2024-04-15
TUR,False,15,2024-04-15
MNE,False,1,2024-04-15
SOM,,1,2024-04-15
NPL,True,409,2024-04-15
ECU,False,30,2024-04-15
MDG,True,38,2024-04-15
BRN,,1,2024-04-15
SLB,False,2,2024-04-15
URY,,47,2024-04-15
BOL,,49,2024-04-15
IND,False,24,2024-04-15
HKG,True,183,2024-04-15
SHN,False,4,2024-04-15
HND,True,17,2024-04-15
LBY,,8,2024-04-15
GIB,,17,2024-04-15
IDN,True,358,2024-04-15
CHN,False,69,2024-04-15
ITA,True,17,2024-04-15
MOZ,False,3,2024-04-15
JPN,True,97,2024-04-15
IRN,False,5,2024-04-15
ETH,True,17,2024-04-15
VEN,False,13,2024-04-15
NRU,True,2,2024-04-15
ETH,,370,2024-04-15
KWT,False,11,2024-04-15
GEO,False,4,2024-04-15
LKA,True,39,2024-04-15
UKR,,973,2024-04-15
ITA,,49,2024-04-15
BMU,True,1,2024-04-15
CMR,,22,2024-04-15
GHA,,11,2024-04-15
NOR,False,375,2024-04-15
TZA,True,675,2024-04-15
JAM,True,23,2024-04-15
SEN,,1,2024-04-15
SGP,True,204,2024-04-15
MLI,True,4,2024-04-15
KWT,True,24,2024-04-15
GUY,,14,2024-04-15
LCA,,2,2024-04-15
COM,,2,2024-04-15
BHS,True,2,2024-04-15
ZAF,True,37,2024-04-15
SHN,,4,2024-04-15
SLV,False,5,2024-04-15
MNG,False,2,2024-04-15
GUY,False,5,2024-04-15
QAT,,20,2024-04-15
PCN,,2,2024-04-15
BHS,,2,2024-04-15
MAR,False,5,2024-04-15
GBR,,2059,2024-04-15
MEX,False,128,2024-04-15
BOL,True,92,2024-04-15
TLS,True,69,2024-04-15
TZA,False,2,2024-04-15
MAC,True,10,2024-04-15
SOM,True,1,2024-04-15
PRY,,78,2024-04-15
GHA,True,16,2024-04-15
TTO,False,3,2024-04-15
UGA,False,10,2024-04-15
KAZ,True,7,2024-04-15
TON,,5,2024-04-15
GEO,True,62,2024-04-15
URY,True,76,2024-04-15
MDG,False,3,2024-04-15
CRI,,64,2024-04-15
JOR,False,8,2024-04-15
SYC,True,33,2024-04-15
MMR,True,82,2024-04-15
LKA,False,8,2024-04-15
GBR,False,505,2024-04-15
TON,True,23,2024-04-15
LVA,True,114,2024-04-15
DZA,False,2,2024-04-15
NPL,,3,2024-04-15
CRI,True,65,2024-04-15
BRN,True,59,2024-04-15
UGA,,27,2024-04-15
MLI,,5,2024-04-15
JAM,False,32,2024-04-15
KNA,,2,2024-04-15
MEX,,626,2024-04-15
UKR,True,211,2024-04-15
LBN,True,15,2024-04-15
GRC,False,9,2024-04-15
PNG,,59,2024-04-15
DMA,,2,2024-04-15
YEM,,8,2024-04-15
IDN,False,83,2024-04-15
LVA,False,2,2024-04-15
MNG,,257,2024-04-15
BLR,,121,2024-04-15
SYC,,1,2024-04-15
NIC,True,43,2024-04-15
LTU,True,5,2024-04-15
KOR,False,1,2024-04-15
TKM,,12,2024-04-15
NZL,,159,2024-04-15
THA,,2209,2024-04-15
CYP,False,3,2024-04-15
IRQ,,77,2024-04-15
NOR,,201,2024-04-15
MOZ,True,27,2024-04-15
VEN,,60,2024-04-15
SAU,True,729,2024-04-15
CHL,False,25,2024-04-15
SYR,True,1,2024-04-15
TLS,,6,2024-04-15
EGY,False,12,2024-04-15
SAU,,93,2024-04-15
GRC,True,22,2024-04-15
CAN,True,1,2024-04-15
LAO,False,1,2024-04-15
DOM,,219,2024-04-15
PRT,True,58,2024-04-15
CYP,True,5,2024-04-15
LBR,True,4,2024-04-15
BHR,,4,2024-04-15
TWN,False,5,2024-04-15
NIC,,27,2024-04-15
CHL,True,69,2024-04-15
MEX,True,303,2024-04-15
KHM,True,68,2024-04-15
DOM,False,86,2024-04-15
MNG,True,1,2024-04-15
SEN,True,1,2024-04-15
GIB,True,16,2024-04-15
SSD,,5,2024-04-15
FJI,True,51,2024-04-15
PNG,True,21,2024-04-15
NAM,True,1,2024-04-15
SGP,False,93,2024-04-15
ISR,False,7,2024-04-15
TTO,True,16,2024-04-15
KWT,,23,2024-04-15
UKR,False,37,2024-04-15
MWI,,2,2024-04-15
MDV,True,22,2024-04-15
FJI,,53,2024-04-15
MRT,,25,2024-04-15
PER,,263,2024-04-15
MYS,True,323,2024-04-15
NLD,,1,2024-04-15
SLE,True,4,2024-04-15
BTN,True,49,2024-04-15
PAK,,63,2024-04-15
PAN,False,5,2024-04-15
VNM,True,81,2024-04-15
TUR,,791,2024-04-15
BHR,False,7,2024-04-15
MKD,False,11,2024-04-15
HKG,False,2,2024-04-15
MRT,True,1,2024-04-15
SLE,,49,2024-04-15
EGY,True,20,2024-04-15
MNE,,63,2024-04-15
TKM,True,8,2024-04-15
PHL,True,83,2024-04-15
COM,True,7,2024-04-15
PSE,True,15,2024-04-15
LCA,True,2,2024-04-15
MAR,,24,2024-04-15
MDG,,42,2024-04-15
SDN,,31,2024-04-15
GEO,,46,2024-04-15
OMN,,10,2024-04-15
MWI,True,60,2024-04-15
DOM,True,190,2024-04-15
KEN,False,16,2024-04-15
JPN,False,7,2024-04-15
CIV,False,3,2024-04-15
KGZ,False,2,2024-04-15
VNM,,59,2024-04-15
PAN,,14,2024-04-15
CIV,,7,2024-04-15
BLR,True,4,2024-04-15
LBR,,1,2024-04-15
IRQ,True,35,2024-04-15
KOR,,57,2024-04-15
KGZ,True,12,2024-04-15
SDN,False,1,2024-04-15
SLE,False,6,2024-04-15
ZAF,,49,2024-04-15
BTN,,54,2024-04-15
ISR,,22,2024-04-15
ZMB,True,3,2024-04-15
KIR,True,2,2024-04-15
GIN,False,3,2024-04-15
PRT,,21,2024-04-15
OMN,True,17,2024-04-15
TUN,,4,2024-04-15
JOR,True,241,2024-04-15
CRI,False,37,2024-04-15
DZA,True,34,2024-04-15
IRN,,9,2024-04-15
LTU,,2,2024-04-15
PAK,False,17,2024-04-15
ZWE,True,4,2024-04-15
CYP,,3,2024-04-15
THA,True,573,2024-04-15
TWN,,89,2024-04-15
MYS,,102,2024-04-15
ZWE,,1,2024-04-15
CHL,,39,2024-04-15
NGA,False,46,2024-04-15
MAC,,13,2024-04-15
PER,True,163,2024-04-15
ECU,True,250,2024-04-15
ZWE,False,6,2024-04-15
SAU,False,43,2024-04-15
NGA,True,48,2024-04-15
SRB,True,11,2024-04-15
CAN,,1,2024-04-15
PER,False,91,2024-04-15
WSM,False,3,2024-04-15
SDN,True,1,2024-04-15
MDV,False,21,2024-04-15
POL,False,15,2024-04-15
RUS,,1,2024-04-15
PAK,True,59,2024-04-15
HTI,True,4,2024-04-15
TUN,True,3,2024-04-15
KIR,,4,2024-04-15
GBR,True,2157,2024-04-15
BRN,False,4,2024-04-15
IRQ,False,35,2024-04-15
BLZ,,50,2024-04-15
ITA,False,13,2024-04-15
ESP,False,3,2024-04-15
TTO,,52,2024-04-15
PRI,,1,2024-04-15
