country,policy,count,timestamp
NGA,quarantine,27,2024-02-15
UGA,none,29,2024-02-15
NGA,reject,17,2024-02-15
UKR,none,815,2024-02-15
CHN,none,91,2024-02-15
ITA,none,33,2024-02-15
DZA,quarantine,8,2024-02-15
NZL,quarantine,47,2024-02-15
SWE,quarantine,77,2024-02-15
SLE,none,42,2024-02-15
KAZ,none,18,2024-02-15
ISL,none,22,2024-02-15
PAN,quarantine,8,2024-02-15
NOR,none,148,2024-02-15
POL,quarantine,92,2024-02-15
DOM,reject,67,2024-02-15
GBR,quarantine,430,2024-02-15
IDN,quarantine,170,2024-02-15
POL,none,159,2024-02-15
IDN,none,355,2024-02-15
KEN,quarantine,191,2024-02-15
BOL,quarantine,38,2024-02-15
ECU,reject,97,2024-02-15
PER,none,218,2024-02-15
EGY,quarantine,30,2024-02-15
ESP,none,14,2024-02-15
THA,reject,56,2024-02-15
RWA,quarantine,87,2024-02-15
TUR,reject,43,2024-02-15
CHE,none,254,2024-02-15
PRT,reject,37,2024-02-15
FJI,none,5,2024-02-15
BRN,reject,2,2024-02-15
GBR,reject,900,2024-02-15
IND,none,136,2024-02-15
EGY,none,25,2024-02-15
NOR,quarantine,100,2024-02-15
IRN,reject,16,2024-02-15
CHE,quarantine,156,2024-02-15
SAU,reject,146,2024-02-15
BHR,none,7,2024-02-15
CHN,reject,1,2024-02-15
AUT,none,104,2024-02-15
GEO,none,76,2024-02-15
SLV,reject,23,2024-02-15
DNK,quarantine,28,2024-02-15
MOZ,none,85,2024-02-15
LKA,quarantine,6,2024-02-15
SAU,none,106,2024-02-15
MEX,quarantine,140,2024-02-15
MAR,quarantine,10,2024-02-15
VEN,quarantine,53,2024-02-15
MDV,reject,5,2024-02-15
MNG,reject,244,2024-02-15
NLD,none,56,2024-02-15
AUT,quarantine,19,2024-02-15
QAT,none,14,2024-02-15
VEN,none,58,2024-02-15
DMA,quarantine,1,2024-02-15
LVA,reject,94,2024-02-15
TTO,none,19,2024-02-15
MYS,reject,26,2024-02-15
BLR,quarantine,3,2024-02-15
HKG,quarantine,168,2024-02-15
FIN,none,129,2024-02-15
IRQ,none,34,2024-02-15
KGZ,quarantine,10,2024-02-15
JPN,quarantine,26,2024-02-15
GUY,quarantine,90,2024-02-15
LUX,none,32,2024-02-15
IND,quarantine,426,2024-02-15
PRY,reject,18,2024-02-15
CRI,none,51,2024-02-15
UKR,reject,81,2024-02-15
SSD,none,4,2024-02-15
PER,reject,49,2024-02-15
WSM,quarantine,10,2024-02-15
COK,none,7,2024-02-15
GBR,none,813,2024-02-15
BHR,quarantine,5,2024-02-15
TWN,reject,18,2024-02-15
BRA,none,246,2024-02-15
ECU,quarantine,105,2024-02-15
BRN,quarantine,59,2024-02-15
DOM,quarantine,42,2024-02-15
ISR,none,89,2024-02-15
ISR,reject,2,2024-02-15
TLS,none,57,2024-02-15
PRT,none,125,2024-02-15
GIN,none,98,2024-02-15
SOM,none,3,2024-02-15
UKR,quarantine,105,2024-02-15
SLB,none,34,2024-02-15
HKG,none,8,2024-02-15
BLZ,quarantine,49,2024-02-15
JOR,none,10,2024-02-15
NZL,none,271,2024-02-15
THA,none,692,2024-02-15
DNK,reject,83,2024-02-15
MMR,quarantine,57,2024-02-15
VNM,none,45,2024-02-15
NGA,none,68,2024-02-15
JPN,none,119,2024-02-15
LVA,none,19,2024-02-15
SRB,none,10,2024-02-15
URY,reject,39,2024-02-15
PHL,none,181,2024-02-15
PER,quarantine,79,2024-02-15
MNE,quarantine,63,2024-02-15
MLI,quarantine,5,2024-02-15
VEN,reject,45,2024-02-15
PHL,quarantine,55,2024-02-15
LKA,none,17,2024-02-15
CHL,none,49,2024-02-15
SWE,reject,100,2024-02-15
HND,quarantine,10,2024-02-15
MOZ,reject,5,2024-02-15
MKD,reject,5,2024-02-15
LAO,reject,7,2024-02-15
TWN,none,44,2024-02-15
NZL,reject,106,2024-02-15
MDV,quarantine,22,2024-02-15
PNG,none,48,2024-02-15
KHM,quarantine,9,2024-02-15
PRT,quarantine,57,2024-02-15
NLD,quarantine,132,2024-02-15
PHL,reject,21,2024-02-15
GIN,quarantine,11,2024-02-15
BRA,reject,33,2024-02-15
FJI,quarantine,45,2024-02-15
TUR,quarantine,569,2024-02-15
BRA,quarantine,153,2024-02-15
LBN,none,15,2024-02-15
MDV,none,117,2024-02-15
PRY,none,120,2024-02-15
MYS,quarantine,232,2024-02-15
ZAF,reject,31,2024-02-15
URY,none,32,2024-02-15
NPL,quarantine,398,2024-02-15
GRC,none,49,2024-02-15
NLD,reject,168,2024-02-15
MYS,none,125,2024-02-15
KWT,reject,10,2024-02-15
SAU,quarantine,47,2024-02-15
PNG,quarantine,32,2024-02-15
ZAF,none,65,2024-02-15
BLR,reject,114,2024-02-15
IDN,reject,160,2024-02-15
NIC,quarantine,30,2024-02-15
SGP,reject,250,2024-02-15
JOR,quarantine,229,2024-02-15
KHM,none,37,2024-02-15
MAR,reject,8,2024-02-15
GRC,quarantine,8,2024-02-15
FIN,reject,12,2024-02-15
THA,quarantine,1507,2024-02-15
MMR,none,11,2024-02-15
UGA,quarantine,132,2024-02-15
JPN,reject,3,2024-02-15
MWI,none,52,2024-02-15
JAM,reject,13,2024-02-15
HKG,reject,276,2024-02-15
JAM,none,24,2024-02-15
PSE,quarantine,19,2024-02-15
PAK,quarantine,24,2024-02-15
SDN,quarantine,10,2024-02-15
CRI,reject,33,2024-02-15
PAN,reject,7,2024-02-15
ECU,none,178,2024-02-15
POL,reject,124,2024-02-15
MEX,none,552,2024-02-15
TUR,none,291,2024-02-15
BHS,none,3,2024-02-15
LAO,quarantine,5,2024-02-15
NOR,reject,211,2024-02-15
SWE,none,184,2024-02-15
MEX,reject,86,2024-02-15
KEN,none,38,2024-02-15
IRL,none,9,2024-02-15
ETH,none,328,2024-02-15
SLV,quarantine,75,2024-02-15
MAR,none,45,2024-02-15
MDG,reject,32,2024-02-15
IND,reject,1867,2024-02-15
TZA,none,663,2024-02-15
GHA,quarantine,15,2024-02-15
DOM,none,161,2024-02-15
GRC,reject,6,2024-02-15
KOR,none,45,2024-02-15
URY,quarantine,25,2024-02-15
BOL,reject,59,2024-02-15
HTI,none,10,2024-02-15
SLV,none,19,2024-02-15
ETH,quarantine,13,2024-02-15
IRN,none,6,2024-02-15
DZA,none,5,2024-02-15
TKM,reject,5,2024-02-15
CHL,reject,19,2024-02-15
OMN,reject,48,2024-02-15
SGP,none,14,2024-02-15
TZA,quarantine,4,2024-02-15
MKD,none,43,2024-02-15
CMR,none,22,2024-02-15
PAK,reject,17,2024-02-15
OMN,none,32,2024-02-15
PAK,none,61,2024-02-15
CYP,none,7,2024-02-15
RWA,none,16,2024-02-15
SDN,none,17,2024-02-15
VNM,reject,25,2024-02-15
CHN,quarantine,11,2024-02-15
JAM,quarantine,16,2024-02-15
KNA,none,1,2024-02-15
KGZ,none,18,2024-02-15
IRQ,reject,39,2024-02-15
NRU,none,2,2024-02-15
TTO,quarantine,9,2024-02-15
BOL,none,40,2024-02-15
DEU,none,12,2024-02-15
OMN,quarantine,10,2024-02-15
TON,none,13,2024-02-15
CHL,quarantine,32,2024-02-15
ZMB,none,6,2024-02-15
ZAF,quarantine,21,2024-02-15
PRY,quarantine,55,2024-02-15
LVA,quarantine,18,2024-02-15
LBN,reject,3,2024-02-15
MRT,none,23,2024-02-15
HND,none,21,2024-02-15
KHM,reject,53,2024-02-15
GIB,none,17,2024-02-15
DZA,reject,24,2024-02-15
ESP,quarantine,13,2024-02-15
BTN,reject,50,2024-02-15
CHE,reject,27,2024-02-15
CZE,none,32,2024-02-15
EGY,reject,6,2024-02-15
YEM,reject,6,2024-02-15
BHR,reject,6,2024-02-15
LKA,reject,21,2024-02-15
MMR,reject,22,2024-02-15
SYC,none,33,2024-02-15
,none,8,2024-02-15
KWT,quarantine,23,2024-02-15
CMR,reject,1,2024-02-15
KWT,none,14,2024-02-15
PCN,none,1,2024-02-15
QAT,reject,22,2024-02-15
KIR,none,2,2024-02-15
PRI,none,2,2024-02-15
GEO,quarantine,14,2024-02-15
NIC,none,13,2024-02-15
FLK,reject,4,2024-02-15
GHA,none,7,2024-02-15
TKM,none,6,2024-02-15
TUN,quarantine,3,2024-02-15
LBN,quarantine,5,2024-02-15
CZE,reject,15,2024-02-15
GUY,invalid,1,2024-02-15
LAO,none,17,2024-02-15
PNG,reject,6,2024-02-15
FIN,quarantine,20,2024-02-15
MNG,quarantine,3,2024-02-15
CRI,quarantine,37,2024-02-15
IRN,quarantine,3,2024-02-15
CZE,quarantine,27,2024-02-15
MAC,none,12,2024-02-15
MOZ,quarantine,15,2024-02-15
ESP,reject,11,2024-02-15
VNM,quarantine,21,2024-02-15
KAZ,quarantine,7,2024-02-15
MMR,invalid,1,2024-02-15
EGY,invalid,1,2024-02-15
AUT,reject,9,2024-02-15
IRQ,quarantine,15,2024-02-15
SRB,quarantine,3,2024-02-15
SYR,none,2,2024-02-15
DEU,reject,5,2024-02-15
TLS,quarantine,6,2024-02-15
CMR,quarantine,4,2024-02-15
TON,reject,6,2024-02-15
GIN,reject,1,2024-02-15
ISL,quarantine,2,2024-02-15
MLT,none,1,2024-02-15
LUX,reject,3,2024-02-15
LTU,none,3,2024-02-15
GRL,none,3,2024-02-15
CIV,reject,2,2024-02-15
MDG,quarantine,5,2024-02-15
SLE,quarantine,4,2024-02-15
YEM,none,4,2024-02-15
TWN,quarantine,20,2024-02-15
TUN,none,3,2024-02-15
QAT,quarantine,21,2024-02-15
ITA,quarantine,13,2024-02-15
GHA,reject,4,2024-02-15
BHS,reject,2,2024-02-15
ETH,reject,5,2024-02-15
CIV,none,7,2024-02-15
HND,reject,6,2024-02-15
BRN,none,1,2024-02-15
GEO,reject,13,2024-02-15
KEN,reject,5,2024-02-15
SLE,reject,2,2024-02-15
CIV,quarantine,10,2024-02-15
ZWE,reject,3,2024-02-15
ITA,reject,10,2024-02-15
TON,quarantine,7,2024-02-15
GUY,none,13,2024-02-15
SGP,quarantine,2,2024-02-15
IRL,reject,10,2024-02-15
NPL,none,6,2024-02-15
PSE,none,3,2024-02-15
CAN,none,7,2024-02-15
LBR,none,3,2024-02-15
LBY,quarantine,2,2024-02-15
MKD,quarantine,11,2024-02-15
MNG,none,4,2024-02-15
KAZ,invalid,1,2024-02-15
MDG,none,5,2024-02-15
SVN,none,1,2024-02-15
COM,none,1,2024-02-15
NIC,reject,16,2024-02-15
LBY,none,7,2024-02-15
ISR,quarantine,2,2024-02-15
HTI,quarantine,3,2024-02-15
SLV,invalid,1,2024-02-15
KAZ,reject,2,2024-02-15
BLR,none,3,2024-02-15
IRL,quarantine,3,2024-02-15
MDA,reject,1,2024-02-15
SHN,quarantine,3,2024-02-15
BTN,none,3,2024-02-15
LCA,quarantine,1,2024-02-15
COM,reject,6,2024-02-15
PAN,none,6,2024-02-15
UKR,invalid,1,2024-02-15
DNK,none,6,2024-02-15
UGA,reject,3,2024-02-15
ISL,reject,3,2024-02-15
,quarantine,2,2024-02-15
KIR,quarantine,2,2024-02-15
TWN,invalid,3,2024-02-15
SYR,quarantine,3,2024-02-15
WSM,none,6,2024-02-15
KOR,quarantine,3,2024-02-15
ZMB,reject,2,2024-02-15
DMA,none,2,2024-02-15
NPL,reject,2,2024-02-15
SRB,reject,4,2024-02-15
LCA,reject,1,2024-02-15
RWA,reject,4,2024-02-15
MCO,none,1,2024-02-15
SYC,reject,1,2024-02-15
EST,reject,1,2024-02-15
CYP,quarantine,1,2024-02-15
CUB,reject,1,2024-02-15
KIR,reject,1,2024-02-15
HUN,none,1,2024-02-15
LBR,quarantine,1,2024-02-15
LTU,quarantine,2,2024-02-15
COM,quarantine,1,2024-02-15
RUS,reject,2,2024-02-15
COG,quarantine,1,2024-02-15
BRA,invalid,1,2024-02-15
CAN,quarantine,2,2024-02-15
JOR,reject,2,2024-02-15
MRT,quarantine,1,2024-02-15
TLS,reject,2,2024-02-15
SWZ,none,1,2024-02-15
LTU,reject,1,2024-02-15
GRD,none,1,2024-02-15
NER,reject,1,2024-02-15
BTN,quarantine,1,2024-02-15
KGZ,reject,1,2024-02-15
,reject,2,2024-02-15
SDN,reject,1,2024-02-15
SEN,none,1,2024-02-15
CPV,none,1,2024-02-15
NAM,quarantine,1,2024-02-15
SLB,reject,1,2024-02-15
IDN,invalid,1,2024-02-15
PCN,invalid,1,2024-02-15
BMU,none,1,2024-02-15
RUS,none,1,2024-02-15
FRA,none,1,2024-02-15
LUX,quarantine,1,2024-02-15
MWI,quarantine,1,2024-02-15
LIE,none,1,2024-02-15
TTO,reject,1,2024-02-15
MAC,quarantine,1,2024-02-15
BEN,reject,1,2024-02-15
ROU,none,1,2024-02-15
NGA,quarantine,27,2024-03-15
UGA,none,28,2024-03-15
NGA,reject,17,2024-03-15
UKR,none,835,2024-03-15
URY,quarantine,26,2024-03-15
CHN,none,92,2024-03-15
ITA,none,34,2024-03-15
DZA,quarantine,8,2024-03-15
NZL,quarantine,47,2024-03-15
KAZ,none,20,2024-03-15
SWE,quarantine,80,2024-03-15
SLE,none,43,2024-03-15
ISL,none,23,2024-03-15
PAN,quarantine,8,2024-03-15
NOR,none,170,2024-03-15
POL,quarantine,99,2024-03-15
DOM,reject,67,2024-03-15
GBR,quarantine,437,2024-03-15
IDN,quarantine,169,2024-03-15
POL,none,159,2024-03-15
IDN,none,355,2024-03-15
KEN,quarantine,201,2024-03-15
BOL,quarantine,38,2024-03-15
ECU,reject,98,2024-03-15
PER,none,213,2024-03-15
EGY,quarantine,33,2024-03-15
ESP,none,16,2024-03-15
THA,reject,57,2024-03-15
RWA,quarantine,87,2024-03-15
TUR,reject,44,2024-03-15
CHE,none,242,2024-03-15
PRT,reject,38,2024-03-15
FJI,none,5,2024-03-15
BRN,reject,2,2024-03-15
GBR,reject,914,2024-03-15
IND,none,139,2024-03-15
EGY,none,26,2024-03-15
NOR,quarantine,103,2024-03-15
IRN,reject,16,2024-03-15
CHE,quarantine,170,2024-03-15
SAU,reject,150,2024-03-15
BHR,none,7,2024-03-15
CHN,reject,1,2024-03-15
AUT,none,110,2024-03-15
GEO,none,78,2024-03-15
SLV,reject,23,2024-03-15
DNK,quarantine,30,2024-03-15
MOZ,none,83,2024-03-15
LKA,quarantine,6,2024-03-15
MEX,quarantine,145,2024-03-15
SAU,none,104,2024-03-15
MAR,quarantine,12,2024-03-15
VEN,quarantine,55,2024-03-15
MDV,reject,5,2024-03-15
MNG,reject,250,2024-03-15
NLD,none,51,2024-03-15
AUT,quarantine,19,2024-03-15
QAT,none,15,2024-03-15
VEN,none,63,2024-03-15
DMA,quarantine,1,2024-03-15
LVA,reject,96,2024-03-15
TTO,none,18,2024-03-15
MYS,reject,29,2024-03-15
BLR,quarantine,3,2024-03-15
HKG,quarantine,168,2024-03-15
FIN,none,141,2024-03-15
IRQ,none,34,2024-03-15
KGZ,quarantine,12,2024-03-15
JPN,quarantine,29,2024-03-15
GUY,quarantine,90,2024-03-15
LUX,none,35,2024-03-15
IND,quarantine,425,2024-03-15
PRY,reject,17,2024-03-15
CRI,none,52,2024-03-15
UKR,reject,83,2024-03-15
SSD,none,5,2024-03-15
PER,reject,56,2024-03-15
WSM,quarantine,10,2024-03-15
COK,none,7,2024-03-15
GBR,none,942,2024-03-15
BHR,quarantine,5,2024-03-15
TWN,reject,19,2024-03-15
BRA,none,261,2024-03-15
ECU,quarantine,107,2024-03-15
BRN,quarantine,59,2024-03-15
DOM,quarantine,42,2024-03-15
ISR,none,89,2024-03-15
ISR,reject,2,2024-03-15
TLS,none,61,2024-03-15
PRT,none,124,2024-03-15
GIN,none,99,2024-03-15
SOM,none,2,2024-03-15
UKR,quarantine,107,2024-03-15
SLB,none,34,2024-03-15
HKG,none,10,2024-03-15
BLZ,quarantine,49,2024-03-15
JOR,none,10,2024-03-15
NZL,none,283,2024-03-15
THA,none,689,2024-03-15
DNK,reject,83,2024-03-15
MMR,quarantine,56,2024-03-15
VNM,none,44,2024-03-15
NGA,none,69,2024-03-15
JPN,none,126,2024-03-15
LVA,none,20,2024-03-15
SRB,none,9,2024-03-15
URY,reject,41,2024-03-15
PHL,none,185,2024-03-15
PER,quarantine,85,2024-03-15
MNE,quarantine,63,2024-03-15
MLI,quarantine,5,2024-03-15
VEN,reject,48,2024-03-15
PHL,quarantine,55,2024-03-15
LKA,none,17,2024-03-15
CHL,none,47,2024-03-15
SWE,reject,105,2024-03-15
HND,quarantine,10,2024-03-15
MOZ,reject,9,2024-03-15
MKD,reject,5,2024-03-15
LAO,reject,7,2024-03-15
TWN,none,46,2024-03-15
NZL,reject,108,2024-03-15
MDV,quarantine,22,2024-03-15
PNG,none,47,2024-03-15
KHM,quarantine,9,2024-03-15
PRT,quarantine,60,2024-03-15
NLD,quarantine,128,2024-03-15
PHL,reject,20,2024-03-15
GIN,quarantine,10,2024-03-15
BRA,reject,35,2024-03-15
FJI,quarantine,46,2024-03-15
TUR,quarantine,578,2024-03-15
BRA,quarantine,208,2024-03-15
LBN,none,15,2024-03-15
MDV,none,119,2024-03-15
PRY,none,118,2024-03-15
MYS,quarantine,237,2024-03-15
ZAF,reject,34,2024-03-15
URY,none,32,2024-03-15
NPL,quarantine,370,2024-03-15
GRC,none,58,2024-03-15
NLD,reject,165,2024-03-15
MYS,none,125,2024-03-15
KWT,reject,10,2024-03-15
SAU,quarantine,48,2024-03-15
PNG,quarantine,31,2024-03-15
ZAF,none,67,2024-03-15
BLR,reject,116,2024-03-15
IDN,reject,154,2024-03-15
NIC,quarantine,30,2024-03-15
SGP,reject,249,2024-03-15
JOR,quarantine,230,2024-03-15
KHM,none,37,2024-03-15
MAR,reject,9,2024-03-15
GRC,quarantine,8,2024-03-15
FIN,reject,12,2024-03-15
THA,quarantine,1512,2024-03-15
MMR,none,13,2024-03-15
UGA,quarantine,135,2024-03-15
JPN,reject,4,2024-03-15
MWI,none,48,2024-03-15
JAM,reject,14,2024-03-15
HKG,reject,281,2024-03-15
JAM,none,26,2024-03-15
PSE,quarantine,18,2024-03-15
PAK,quarantine,24,2024-03-15
SDN,quarantine,10,2024-03-15
CRI,reject,32,2024-03-15
PAN,reject,7,2024-03-15
ECU,none,180,2024-03-15
POL,reject,133,2024-03-15
MEX,none,554,2024-03-15
TUR,none,298,2024-03-15
BHS,none,3,2024-03-15
LAO,quarantine,4,2024-03-15
NOR,reject,215,2024-03-15
SWE,none,184,2024-03-15
MEX,reject,87,2024-03-15
KEN,none,40,2024-03-15
CRI,quarantine,53,2024-03-15
IRL,none,12,2024-03-15
ETH,none,352,2024-03-15
SLV,quarantine,76,2024-03-15
MAR,none,46,2024-03-15
CHE,reject,115,2024-03-15
MDG,reject,33,2024-03-15
IND,reject,1876,2024-03-15
TZA,none,663,2024-03-15
GHA,quarantine,15,2024-03-15
DOM,none,164,2024-03-15
GRC,reject,6,2024-03-15
KOR,none,50,2024-03-15
BOL,reject,59,2024-03-15
HTI,none,8,2024-03-15
SLV,none,20,2024-03-15
ETH,quarantine,12,2024-03-15
IRN,none,6,2024-03-15
DZA,none,4,2024-03-15
TKM,reject,6,2024-03-15
CHL,reject,22,2024-03-15
OMN,reject,48,2024-03-15
SGP,none,14,2024-03-15
TZA,quarantine,5,2024-03-15
MKD,none,44,2024-03-15
CMR,none,21,2024-03-15
PAK,reject,17,2024-03-15
OMN,none,31,2024-03-15
PAK,none,65,2024-03-15
CYP,none,7,2024-03-15
RWA,none,17,2024-03-15
SDN,none,21,2024-03-15
VNM,reject,26,2024-03-15
CHN,quarantine,12,2024-03-15
JAM,quarantine,17,2024-03-15
KNA,none,1,2024-03-15
KGZ,none,17,2024-03-15
IRQ,reject,41,2024-03-15
NRU,none,2,2024-03-15
MAC,quarantine,2,2024-03-15
TTO,quarantine,8,2024-03-15
BOL,none,42,2024-03-15
DEU,none,12,2024-03-15
OMN,quarantine,12,2024-03-15
TON,none,13,2024-03-15
CHL,quarantine,33,2024-03-15
ZMB,none,6,2024-03-15
ZAF,quarantine,22,2024-03-15
PRY,quarantine,58,2024-03-15
LVA,quarantine,19,2024-03-15
LBN,reject,3,2024-03-15
MRT,none,24,2024-03-15
HND,none,22,2024-03-15
KHM,reject,54,2024-03-15
GIB,none,18,2024-03-15
DZA,reject,25,2024-03-15
ESP,quarantine,12,2024-03-15
BTN,reject,50,2024-03-15
CZE,none,33,2024-03-15
EGY,reject,6,2024-03-15
YEM,reject,6,2024-03-15
BHR,reject,6,2024-03-15
LKA,reject,21,2024-03-15
MMR,reject,22,2024-03-15
SYC,none,33,2024-03-15
,none,8,2024-03-15
KWT,quarantine,21,2024-03-15
CMR,reject,1,2024-03-15
KWT,none,16,2024-03-15
PCN,none,1,2024-03-15
QAT,reject,22,2024-03-15
KIR,none,2,2024-03-15
PRI,none,2,2024-03-15
GEO,quarantine,11,2024-03-15
NIC,none,13,2024-03-15
FLK,reject,4,2024-03-15
GHA,none,8,2024-03-15
TKM,none,6,2024-03-15
TUN,quarantine,3,2024-03-15
LBN,quarantine,5,2024-03-15
CZE,reject,15,2024-03-15
GUY,invalid,1,2024-03-15
LAO,none,17,2024-03-15
PNG,reject,6,2024-03-15
FIN,quarantine,20,2024-03-15
MNG,quarantine,2,2024-03-15
ZWE,reject,8,2024-03-15
IRN,quarantine,3,2024-03-15
CZE,quarantine,30,2024-03-15
MAC,none,12,2024-03-15
MOZ,quarantine,12,2024-03-15
VNM,quarantine,21,2024-03-15
KAZ,quarantine,6,2024-03-15
MMR,invalid,1,2024-03-15
EGY,invalid,1,2024-03-15
AUT,reject,8,2024-03-15
IRQ,quarantine,15,2024-03-15
SRB,quarantine,3,2024-03-15
SYR,none,2,2024-03-15
DEU,reject,5,2024-03-15
TLS,quarantine,6,2024-03-15
CMR,quarantine,3,2024-03-15
TON,reject,6,2024-03-15
GIN,reject,1,2024-03-15
ISL,quarantine,2,2024-03-15
MLT,none,1,2024-03-15
LUX,reject,3,2024-03-15
LTU,none,3,2024-03-15
GRL,none,3,2024-03-15
CIV,reject,1,2024-03-15
MDG,quarantine,6,2024-03-15
SLE,quarantine,5,2024-03-15
YEM,none,4,2024-03-15
TWN,quarantine,23,2024-03-15
TUN,none,3,2024-03-15
QAT,quarantine,21,2024-03-15
ITA,quarantine,13,2024-03-15
GHA,reject,4,2024-03-15
BHS,reject,2,2024-03-15
ETH,reject,5,2024-03-15
HND,reject,6,2024-03-15
BRN,none,1,2024-03-15
GEO,reject,11,2024-03-15
KEN,reject,5,2024-03-15
NPL,none,8,2024-03-15
SLE,reject,2,2024-03-15
ITA,reject,11,2024-03-15
ESP,reject,5,2024-03-15
TON,quarantine,7,2024-03-15
GUY,none,13,2024-03-15
SGP,quarantine,2,2024-03-15
IRL,reject,10,2024-03-15
PSE,none,2,2024-03-15
CAN,none,7,2024-03-15
LBR,none,3,2024-03-15
LBY,quarantine,2,2024-03-15
LTU,quarantine,3,2024-03-15
MKD,quarantine,11,2024-03-15
MNG,none,4,2024-03-15
KAZ,invalid,1,2024-03-15
MDG,none,6,2024-03-15
SVN,none,1,2024-03-15
COM,none,1,2024-03-15
NIC,reject,18,2024-03-15
LBY,none,8,2024-03-15
ISR,quarantine,4,2024-03-15
HTI,quarantine,2,2024-03-15
SLV,invalid,1,2024-03-15
KAZ,reject,3,2024-03-15
BLR,none,3,2024-03-15
IRL,quarantine,3,2024-03-15
MDA,reject,1,2024-03-15
SHN,quarantine,4,2024-03-15
BTN,none,4,2024-03-15
LCA,quarantine,1,2024-03-15
COM,reject,6,2024-03-15
PAN,none,6,2024-03-15
UKR,invalid,2,2024-03-15
DNK,none,3,2024-03-15
BRA,invalid,2,2024-03-15
UGA,reject,3,2024-03-15
SSD,quarantine,1,2024-03-15
CIV,quarantine,7,2024-03-15
ISL,reject,3,2024-03-15
CIV,none,3,2024-03-15
,quarantine,2,2024-03-15
KIR,quarantine,2,2024-03-15
TWN,invalid,3,2024-03-15
SYR,quarantine,4,2024-03-15
WSM,none,6,2024-03-15
KOR,quarantine,3,2024-03-15
IND,invalid,1,2024-03-15
GBR,invalid,1,2024-03-15
ZMB,reject,2,2024-03-15
DMA,none,2,2024-03-15
NPL,reject,2,2024-03-15
SRB,reject,4,2024-03-15
LCA,reject,1,2024-03-15
RWA,reject,3,2024-03-15
MCO,none,1,2024-03-15
SYC,reject,1,2024-03-15
EST,reject,1,2024-03-15
CYP,quarantine,1,2024-03-15
CUB,reject,1,2024-03-15
KIR,reject,1,2024-03-15
HUN,none,1,2024-03-15
LBR,quarantine,1,2024-03-15
COM,quarantine,1,2024-03-15
RUS,reject,2,2024-03-15
COG,quarantine,1,2024-03-15
CAN,quarantine,2,2024-03-15
ZWE,quarantine,1,2024-03-15
JOR,reject,2,2024-03-15
MRT,quarantine,1,2024-03-15
TLS,reject,2,2024-03-15
SWZ,none,1,2024-03-15
LTU,reject,1,2024-03-15
GRD,none,1,2024-03-15
NER,reject,1,2024-03-15
BTN,quarantine,1,2024-03-15
KGZ,reject,1,2024-03-15
,reject,2,2024-03-15
SDN,reject,1,2024-03-15
SEN,none,1,2024-03-15
CPV,none,1,2024-03-15
NAM,quarantine,1,2024-03-15
SLB,reject,1,2024-03-15
IDN,invalid,1,2024-03-15
MLI,none,1,2024-03-15
PCN,invalid,1,2024-03-15
BMU,none,1,2024-03-15
RUS,none,1,2024-03-15
FRA,none,1,2024-03-15
LUX,quarantine,1,2024-03-15
MWI,quarantine,1,2024-03-15
LIE,none,1,2024-03-15
TTO,reject,1,2024-03-15
BEN,reject,1,2024-03-15
ROU,none,1,2024-03-15
NGA,quarantine,28,2024-04-15
UGA,none,30,2024-04-15
NGA,reject,18,2024-04-15
UKR,none,856,2024-04-15
URY,quarantine,26,2024-04-15
CHN,none,91,2024-04-15
ITA,none,35,2024-04-15
DZA,quarantine,7,2024-04-15
NZL,quarantine,56,2024-04-15
KAZ,none,20,2024-04-15
SWE,quarantine,76,2024-04-15
SLE,none,45,2024-04-15
SLV,none,22,2024-04-15
ISL,none,23,2024-04-15
PAN,quarantine,8,2024-04-15
NOR,none,165,2024-04-15
POL,quarantine,108,2024-04-15
DOM,reject,67,2024-04-15
GBR,quarantine,710,2024-04-15
IDN,quarantine,167,2024-04-15
POL,none,162,2024-04-15
IDN,none,363,2024-04-15
KEN,quarantine,202,2024-04-15
BOL,quarantine,39,2024-04-15
PER,none,222,2024-04-15
ECU,reject,103,2024-04-15
EGY,quarantine,34,2024-04-15
ESP,none,16,2024-04-15
,none,8,2024-04-15
THA,reject,56,2024-04-15
RWA,quarantine,87,2024-04-15
TUR,reject,44,2024-04-15
CHE,none,282,2024-04-15
PRT,reject,40,2024-04-15
FJI,none,5,2024-04-15
BRN,reject,2,2024-04-15
GBR,reject,922,2024-04-15
IND,none,130,2024-04-15
EGY,none,25,2024-04-15
NOR,quarantine,109,2024-04-15
IRN,reject,16,2024-04-15
CHE,quarantine,196,2024-04-15
SAU,reject,152,2024-04-15
BHR,none,7,2024-04-15
CHN,reject,1,2024-04-15
AUT,none,121,2024-04-15
GEO,none,76,2024-04-15
DNK,quarantine,30,2024-04-15
MOZ,none,86,2024-04-15
LKA,quarantine,6,2024-04-15
MEX,quarantine,148,2024-04-15
SAU,none,106,2024-04-15
MAR,quarantine,12,2024-04-15
VEN,quarantine,55,2024-04-15
MDV,reject,5,2024-04-15
MNG,reject,252,2024-04-15
NLD,none,52,2024-04-15
AUT,quarantine,19,2024-04-15
QAT,none,17,2024-04-15
VEN,none,63,2024-04-15
DMA,quarantine,1,2024-04-15
LVA,reject,98,2024-04-15
TTO,none,23,2024-04-15
MYS,reject,27,2024-04-15
BLR,quarantine,3,2024-04-15
HKG,quarantine,169,2024-04-15
FIN,none,147,2024-04-15
IRQ,none,32,2024-04-15
KGZ,quarantine,16,2024-04-15
