country,internal_reporting,count,timestamp
BRA,True,104766,2024-02-15
THA,False,1630,2024-02-15
NIU,,18299,2024-02-15
CCK,,14855,2024-02-15
ZAF,False,27814,2024-02-15
SLB,True,95,2024-02-15
HTI,,147,2024-02-15
PSE,,614,2024-02-15
IRN,True,18057,2024-02-15
NOR,True,65620,2024-02-15
CZE,True,24336,2024-02-15
CZE,False,15583,2024-02-15
SWE,True,14551,2024-02-15
GRL,False,190,2024-02-15
POL,,689756,2024-02-15
LVA,,9239,2024-02-15
WSM,True,584,2024-02-15
ZMB,,370,2024-02-15
JAM,,104,2024-02-15
SVK,False,7811,2024-02-15
PRY,False,812,2024-02-15
BRA,,560247,2024-02-15
SPM,,694,2024-02-15
NLD,False,95087,2024-02-15
SVN,False,2663,2024-02-15
LAO,True,411,2024-02-15
BDI,False,71,2024-02-15
MOZ,,1079,2024-02-15
BMU,False,234,2024-02-15
CUB,,123,2024-02-15
JOR,,345,2024-02-15
RUS,False,12904,2024-02-15
RWA,True,307,2024-02-15
MNE,False,13192,2024-02-15
TUR,False,7325,2024-02-15
LSO,True,44,2024-02-15
SEN,False,149,2024-02-15
CCK,False,5555,2024-02-15
WLF,True,36,2024-02-15
FRA,,372598,2024-02-15
SOM,,846,2024-02-15
NPL,True,1146,2024-02-15
TCA,,225,2024-02-15
ECU,False,1572,2024-02-15
MDG,True,177,2024-02-15
COD,,302,2024-02-15
BRN,,87,2024-02-15
FSM,,1157,2024-02-15
SLB,False,61,2024-02-15
URY,,6070,2024-02-15
BOL,,1205,2024-02-15
IND,False,22184,2024-02-15
HKG,True,5520,2024-02-15
LIE,False,1018,2024-02-15
EST,True,2842,2024-02-15
UZB,False,329,2024-02-15
SHN,False,779,2024-02-15
VAT,True,56,2024-02-15
HND,True,179,2024-02-15
SXM,True,42,2024-02-15
LBY,,1143,2024-02-15
VAT,,56,2024-02-15
GIB,,261,2024-02-15
ISL,False,2043,2024-02-15
CXR,False,377,2024-02-15
CPV,False,36,2024-02-15
ITA,True,43394,2024-02-15
CHN,False,17834,2024-02-15
IDN,True,11271,2024-02-15
LSO,False,90,2024-02-15
MOZ,False,250,2024-02-15
JPN,True,30412,2024-02-15
IRN,False,6562,2024-02-15
ETH,True,49,2024-02-15
GRD,False,68,2024-02-15
VEN,False,689,2024-02-15
NFK,False,30,2024-02-15
COG,True,18,2024-02-15
ETH,,1566,2024-02-15
GEO,False,725,2024-02-15
KWT,False,201,2024-02-15
TJK,False,82,2024-02-15
REU,True,497,2024-02-15
GNQ,,238,2024-02-15
LKA,True,1176,2024-02-15
ITA,,709771,2024-02-15
UKR,,25124,2024-02-15
MCO,False,114,2024-02-15
BMU,True,86,2024-02-15
SMR,True,37,2024-02-15
GHA,,346,2024-02-15
CMR,,864,2024-02-15
NOR,False,16428,2024-02-15
NER,,71,2024-02-15
TZA,True,1260,2024-02-15
BLZ,False,439,2024-02-15
JAM,True,39,2024-02-15
IOT,,63359,2024-02-15
GTM,,423,2024-02-15
SEN,,811,2024-02-15
HUN,False,7012,2024-02-15
SGP,True,3870,2024-02-15
MLI,True,83,2024-02-15
KNA,False,21,2024-02-15
GTM,True,88,2024-02-15
GUF,,29,2024-02-15
KWT,True,109,2024-02-15
LCA,,207,2024-02-15
GUY,,209,2024-02-15
IOT,True,20019,2024-02-15
MUS,True,255,2024-02-15
TKL,True,25,2024-02-15
HRV,,33562,2024-02-15
VCT,,1528,2024-02-15
WLF,,177,2024-02-15
ZAF,True,21725,2024-02-15
SPM,False,217,2024-02-15
SHN,,2009,2024-02-15
SLV,False,392,2024-02-15
MNG,False,198,2024-02-15
GUY,False,94,2024-02-15
QAT,,1074,2024-02-15
PCN,,24,2024-02-15
KAZ,False,786,2024-02-15
BHS,,56,2024-02-15
MAR,False,1139,2024-02-15
FRO,True,77,2024-02-15
GBR,,470309,2024-02-15
MEX,False,13825,2024-02-15
TZA,False,569,2024-02-15
BOL,True,450,2024-02-15
TLS,True,92,2024-02-15
MAC,True,150,2024-02-15
IOT,False,25719,2024-02-15
SOM,True,345,2024-02-15
PRY,,5611,2024-02-15
GMB,,149,2024-02-15
,,288485,2024-02-15
TTO,False,127,2024-02-15
GHA,True,99,2024-02-15
,True,58535,2024-02-15
ATF,False,110,2024-02-15
KAZ,True,1678,2024-02-15
UGA,False,285,2024-02-15
TON,,1856,2024-02-15
FRO,,820,2024-02-15
GEO,True,1198,2024-02-15
URY,True,2119,2024-02-15
BWA,True,211,2024-02-15
LUX,True,1884,2024-02-15
NIU,True,1158,2024-02-15
MDG,False,260,2024-02-15
CRI,,1709,2024-02-15
JOR,False,294,2024-02-15
TJK,,232,2024-02-15
BMU,,309,2024-02-15
LKA,False,963,2024-02-15
MYT,False,80,2024-02-15
MMR,True,207,2024-02-15
SYC,True,116,2024-02-15
SMR,False,61,2024-02-15
MDA,False,536,2024-02-15
SUR,True,40,2024-02-15
GBR,False,135016,2024-02-15
LVA,True,2945,2024-02-15
MLI,False,180,2024-02-15
TON,True,408,2024-02-15
DZA,False,170,2024-02-15
NPL,,3700,2024-02-15
CRI,True,618,2024-02-15
BRN,True,104,2024-02-15
UGA,,715,2024-02-15
VUT,,142,2024-02-15
GNQ,False,17,2024-02-15
MLI,,525,2024-02-15
FLK,,22,2024-02-15
FSM,False,465,2024-02-15
JAM,False,105,2024-02-15
MLT,,1543,2024-02-15
MEX,,60658,2024-02-15
TKL,,126,2024-02-15
UKR,True,7820,2024-02-15
GRC,False,7161,2024-02-15
LBN,True,88,2024-02-15
MCO,True,82,2024-02-15
PNG,,288,2024-02-15
DMA,,26,2024-02-15
BEN,False,26,2024-02-15
CHE,True,20187,2024-02-15
YEM,,41,2024-02-15
IDN,False,6865,2024-02-15
LVA,False,2805,2024-02-15
MRT,False,11,2024-02-15
MNG,,1462,2024-02-15
BLR,,6934,2024-02-15
DEU,True,118991,2024-02-15
CXR,True,255,2024-02-15
SVK,,46192,2024-02-15
SYC,,220,2024-02-15
LTU,True,2846,2024-02-15
NIC,True,238,2024-02-15
STP,,820,2024-02-15
KOR,False,2876,2024-02-15
COG,,231,2024-02-15
CYM,True,188,2024-02-15
FSM,True,224,2024-02-15
HUN,,115766,2024-02-15
REU,,4260,2024-02-15
TKM,,84,2024-02-15
SVN,True,4165,2024-02-15
NZL,,43207,2024-02-15
TCA,True,71,2024-02-15
USA,True,10077,2024-02-15
THA,,10942,2024-02-15
DJI,,140,2024-02-15
DNK,True,15097,2024-02-15
GGY,True,518,2024-02-15
CYP,False,608,2024-02-15
NOR,,106966,2024-02-15
IRQ,,262,2024-02-15
MOZ,True,379,2024-02-15
VEN,,1826,2024-02-15
FIN,False,11148,2024-02-15
CHL,False,8282,2024-02-15
SAU,True,2756,2024-02-15
GTM,False,179,2024-02-15
GAB,False,146,2024-02-15
PCN,False,21,2024-02-15
TUV,,11923,2024-02-15
SOM,False,251,2024-02-15
SYR,True,74,2024-02-15
TLS,,96,2024-02-15
GNB,,69,2024-02-15
EGY,False,303,2024-02-15
FIN,,40308,2024-02-15
SAU,,4366,2024-02-15
BWA,,595,2024-02-15
GRC,True,11409,2024-02-15
MLT,False,677,2024-02-15
CUW,,98,2024-02-15
FIN,True,8537,2024-02-15
HUN,True,19881,2024-02-15
CAF,True,29,2024-02-15
CAN,True,31734,2024-02-15
LAO,False,540,2024-02-15
RWA,False,121,2024-02-15
DOM,,2334,2024-02-15
PRT,True,10440,2024-02-15
TGO,,359,2024-02-15
CYP,True,612,2024-02-15
SUR,False,82,2024-02-15
TGO,False,61,2024-02-15
BHR,,277,2024-02-15
AUT,True,13191,2024-02-15
TWN,False,3732,2024-02-15
PLW,True,671,2024-02-15
NIC,,319,2024-02-15
MEX,True,12235,2024-02-15
CHL,True,50884,2024-02-15
DOM,False,1094,2024-02-15
SEN,True,92,2024-02-15
KHM,True,162,2024-02-15
MNG,True,228,2024-02-15
SWE,False,22674,2024-02-15
GIB,True,85,2024-02-15
SSD,,8,2024-02-15
FJI,True,126,2024-02-15
SUR,,241,2024-02-15
GGY,,2635,2024-02-15
PNG,True,219,2024-02-15
NAM,True,21,2024-02-15
SGP,False,5794,2024-02-15
MSR,True,95,2024-02-15
ISR,False,3923,2024-02-15
UZB,True,882,2024-02-15
ATF,True,83,2024-02-15
KWT,,364,2024-02-15
UKR,False,3628,2024-02-15
TUN,False,809,2024-02-15
MWI,,121,2024-02-15
MDV,True,169,2024-02-15
FJI,,190,2024-02-15
CPV,True,71,2024-02-15
MRT,,173,2024-02-15
CAF,,213,2024-02-15
PER,,10900,2024-02-15
MYS,True,7287,2024-02-15
LUX,False,2661,2024-02-15
MYT,True,41,2024-02-15
NLD,,1311941,2024-02-15
SLE,True,15,2024-02-15
BTN,True,111,2024-02-15
PAK,,9224,2024-02-15
PAN,False,598,2024-02-15
LUX,,8851,2024-02-15
VNM,True,5232,2024-02-15
VCT,True,447,2024-02-15
TUR,,81181,2024-02-15
NCL,,864,2024-02-15
CYM,,390,2024-02-15
TUV,False,4286,2024-02-15
MKD,False,693,2024-02-15
BHR,False,253,2024-02-15
HKG,False,4482,2024-02-15
VUT,True,37,2024-02-15
MRT,True,16,2024-02-15
SLE,,128,2024-02-15
RWA,,382,2024-02-15
SVK,True,10064,2024-02-15
VUT,False,80,2024-02-15
EGY,True,270,2024-02-15
CUB,False,39,2024-02-15
MNE,,43804,2024-02-15
ROU,True,16961,2024-02-15
TKM,True,37,2024-02-15
AUT,,145575,2024-02-15
BDI,,165,2024-02-15
CPV,,338,2024-02-15
USA,,49363,2024-02-15
PHL,True,3464,2024-02-15
PSE,True,286,2024-02-15
COM,True,8,2024-02-15
MDG,,382,2024-02-15
MAR,,6487,2024-02-15
PYF,False,65,2024-02-15
SDN,,247,2024-02-15
PLW,False,745,2024-02-15
IMN,False,864,2024-02-15
GEO,,2926,2024-02-15
OMN,,342,2024-02-15
DOM,True,767,2024-02-15
KEN,False,1768,2024-02-15
MWI,True,87,2024-02-15
LCA,False,69,2024-02-15
JPN,False,12457,2024-02-15
VCT,False,589,2024-02-15
CIV,False,178,2024-02-15
KGZ,False,166,2024-02-15
VNM,,11668,2024-02-15
PAN,,880,2024-02-15
CXR,,874,2024-02-15
CIV,,1897,2024-02-15
BLR,True,1387,2024-02-15
LBR,,9,2024-02-15
ROU,False,9868,2024-02-15
IRQ,True,100,2024-02-15
KOR,,5198,2024-02-15
SWZ,False,94,2024-02-15
KGZ,True,190,2024-02-15
TCD,False,16,2024-02-15
KIR,False,13,2024-02-15
LIE,,4028,2024-02-15
JEY,False,234,2024-02-15
SDN,False,50,2024-02-15
MTQ,False,35,2024-02-15
BDI,True,31,2024-02-15
SLE,False,50,2024-02-15
CMR,False,283,2024-02-15
COL,False,37108,2024-02-15
ZAF,,79988,2024-02-15
LSO,,105,2024-02-15
BTN,,227,2024-02-15
NER,False,13,2024-02-15
ISR,,25884,2024-02-15
ZMB,True,166,2024-02-15
PRT,,62982,2024-02-15
FRA,False,57824,2024-02-15
OMN,True,139,2024-02-15
TUN,,2240,2024-02-15
NAM,,27,2024-02-15
EST,False,2497,2024-02-15
TJK,True,64,2024-02-15
MSR,,465,2024-02-15
SMR,,128,2024-02-15
CHE,False,34372,2024-02-15
JOR,True,530,2024-02-15
SXM,False,65,2024-02-15
NCL,False,166,2024-02-15
CRI,False,857,2024-02-15
DZA,True,544,2024-02-15
GNQ,True,69,2024-02-15
IRN,,39709,2024-02-15
LTU,,18910,2024-02-15
GRL,,522,2024-02-15
PAK,False,1989,2024-02-15
ZWE,True,287,2024-02-15
CYP,,2378,2024-02-15
THA,True,5016,2024-02-15
PSE,False,158,2024-02-15
IMN,,3164,2024-02-15
TWN,,13667,2024-02-15
MYS,,21358,2024-02-15
ZWE,,2216,2024-02-15
CHL,,79208,2024-02-15
NGA,False,1509,2024-02-15
MAC,,240,2024-02-15
ECU,True,1647,2024-02-15
PER,True,3718,2024-02-15
ZWE,False,336,2024-02-15
MUS,,873,2024-02-15
FRA,True,40206,2024-02-15
VGB,False,78,2024-02-15
GRL,True,125,2024-02-15
COK,False,19,2024-02-15
SRB,True,2755,2024-02-15
SAU,False,1439,2024-02-15
NGA,True,1087,2024-02-15
CAN,,171340,2024-02-15
PER,False,3212,2024-02-15
WSM,False,625,2024-02-15
POL,False,18518,2024-02-15
MDV,False,146,2024-02-15
SDN,True,37,2024-02-15
COL,,158195,2024-02-15
RUS,,200668,2024-02-15
ISL,True,1449,2024-02-15
TUN,True,351,2024-02-15
PAK,True,2054,2024-02-15
ROU,,104211,2024-02-15
KIR,,27,2024-02-15
GBR,True,97059,2024-02-15
BLR,False,686,2024-02-15
BRN,False,44,2024-02-15
MLT,True,364,2024-02-15
IRQ,False,116,2024-02-15
BLZ,,1454,2024-02-15
DEU,False,98395,2024-02-15
ITA,False,34483,2024-02-15
CUW,False,37,2024-02-15
DNK,,117668,2024-02-15
SWZ,,48,2024-02-15
ESP,False,23021,2024-02-15
TCA,False,72,2024-02-15
TTO,,204,2024-02-15
PRI,,106,2024-02-15
AUT,False,17258,2024-02-15
ESP,,219798,2024-02-15
MYS,False,6160,2024-02-15
CYM,False,244,2024-02-15
CHN,True,4967,2024-02-15
MAR,True,875,2024-02-15
GUF,False,18,2024-02-15
ZMB,False,147,2024-02-15
NIC,False,417,2024-02-15
PAN,True,232,2024-02-15
KEN,,5839,2024-02-15
STP,True,173,2024-02-15
LKA,,3670,2024-02-15
WSM,,1812,2024-02-15
MYT,,430,2024-02-15
ISR,True,3674,2024-02-15
HRV,False,2827,2024-02-15
MDV,,776,2024-02-15
POL,True,182256,2024-02-15
JEY,True,135,2024-02-15
GIB,False,73,2024-02-15
EST,,13986,2024-02-15
LBN,,268,2024-02-15
IRL,True,3907,2024-02-15
KEN,True,2434,2024-02-15
TWN,True,4667,2024-02-15
SLB,,91,2024-02-15
IRL,,20268,2024-02-15
SRB,False,2137,2024-02-15
GHA,False,130,2024-02-15
COD,True,54,2024-02-15
SWE,,70351,2024-02-15
CMR,True,120,2024-02-15
SHN,True,523,2024-02-15
UGA,True,378,2024-02-15
PNG,False,85,2024-02-15
TKM,False,84,2024-02-15
NGA,,5590,2024-02-15
GAB,,370,2024-02-15
MNE,True,9289,2024-02-15
TUR,True,14254,2024-02-15
REU,False,625,2024-02-15
TUV,True,2051,2024-02-15
KHM,False,111,2024-02-15
GLP,False,57,2024-02-15
HND,,462,2024-02-15
HRV,True,2874,2024-02-15
SVN,,33451,2024-02-15
TON,False,654,2024-02-15
PYF,True,134,2024-02-15
NRU,,14,2024-02-15
MWI,False,87,2024-02-15
YEM,True,33,2024-02-15
SLV,,711,2024-02-15
PYF,,187,2024-02-15
STP,False,316,2024-02-15
TCD,True,8,2024-02-15
ECU,,4468,2024-02-15
GLP,,108,2024-02-15
GRD,,136,2024-02-15
ETH,False,48,2024-02-15
IMN,True,468,2024-02-15
DMA,True,10,2024-02-15
SYC,False,183,2024-02-15
GRC,,76825,2024-02-15
SYR,,308,2024-02-15
MSR,False,341,2024-02-15
COD,False,93,2024-02-15
SGS,False,144,2024-02-15
GIN,,148,2024-02-15
CCK,True,3447,2024-02-15
LBN,False,129,2024-02-15
COK,,72,2024-02-15
MDA,True,985,2024-02-15
BLZ,True,253,2024-02-15
LBY,False,341,2024-02-15
SXM,,168,2024-02-15
FJI,False,196,2024-02-15
RUS,True,49569,2024-02-15
NZL,False,23848,2024-02-15
OMN,False,539,2024-02-15
QAT,False,673,2024-02-15
NCL,True,291,2024-02-15
LBY,True,172,2024-02-15
GMB,False,31,2024-02-15
SGP,,16978,2024-02-15
PRT,False,10121,2024-02-15
HND,False,319,2024-02-15
MUS,False,428,2024-02-15
KAZ,,8918,2024-02-15
IND,,188510,2024-02-15
NLD,True,253425,2024-02-15
USA,False,21536,2024-02-15
SPM,True,160,2024-02-15
HTI,False,96,2024-02-15
BRA,False,39997,2024-02-15
LTU,False,2843,2024-02-15
HKG,,10963,2024-02-15
NZL,True,11530,2024-02-15
PHL,False,2697,2024-02-15
LIE,True,619,2024-02-15
KHM,,366,2024-02-15
TCD,,73,2024-02-15
MMR,,187,2024-02-15
DNK,False,27421,2024-02-15
TKL,False,54,2024-02-15
MMR,False,91,2024-02-15
TLS,False,49,2024-02-15
MKD,,2721,2024-02-15
IRL,False,7381,2024-02-15
IDN,,50357,2024-02-15
CHN,,11821,2024-02-15
CUB,True,181,2024-02-15
BEN,True,56,2024-02-15
MKD,True,778,2024-02-15
SLV,True,330,2024-02-15
GGY,False,1099,2024-02-15
PRI,False,240,2024-02-15
DEU,,817141,2024-02-15
MDA,,4270,2024-02-15
DZA,,1178,2024-02-15
UZB,,7725,2024-02-15
BGR,,59,2024-02-15
MCO,,345,2024-02-15
NPL,False,1127,2024-02-15
GUY,True,143,2024-02-15
BOL,False,556,2024-02-15
VEN,True,546,2024-02-15
CIV,True,144,2024-02-15
JPN,,183476,2024-02-15
ESP,True,36910,2024-02-15
SYR,False,11,2024-02-15
SRB,,10163,2024-02-15
BHR,True,104,2024-02-15
,False,50604,2024-02-15
TZA,,1467,2024-02-15
BHS,False,76,2024-02-15
PLW,,3423,2024-02-15
LAO,,1554,2024-02-15
KGZ,,1414,2024-02-15
CHE,,198955,2024-02-15
JEY,,575,2024-02-15
CAN,False,51183,2024-02-15
CZE,,116134,2024-02-15
PHL,,6224,2024-02-15
IND,True,19899,2024-02-15
BWA,False,373,2024-02-15
NIU,False,5576,2024-02-15
ISL,,8153,2024-02-15
BEN,,1078,2024-02-15
EGY,,601,2024-02-15
VGB,,160,2024-02-15
SGS,,245,2024-02-15
KOR,True,1552,2024-02-15
SSD,False,3,2024-02-15
PRY,True,1274,2024-02-15
ATF,,341,2024-02-15
COL,True,32329,2024-02-15
VNM,False,3171,2024-02-15
URY,False,1353,2024-02-15
QAT,True,368,2024-02-15
FRO,False,235,2024-02-15
COG,False,40,2024-02-15
DJI,True,20,2024-02-15
VGB,True,41,2024-02-15
BHS,True,17,2024-02-15
MNP,True,12,2024-02-15
GAB,True,57,2024-02-15
NAM,False,29,2024-02-15
SWZ,True,20,2024-02-15
WLF,False,55,2024-02-15
GNB,True,17,2024-02-15
TGO,True,49,2024-02-15
TTO,True,76,2024-02-15
DJI,False,40,2024-02-15
LBR,False,5,2024-02-15
GRD,True,19,2024-02-15
LCA,True,42,2024-02-15
MNP,False,29,2024-02-15
BGR,False,30,2024-02-15
KIR,True,8,2024-02-15
MAC,False,82,2024-02-15
VIR,False,33,2024-02-15
MNP,,60,2024-02-15
COK,True,5,2024-02-15
MTQ,,28,2024-02-15
DMA,False,29,2024-02-15
NER,True,24,2024-02-15
SGS,True,59,2024-02-15
FLK,True,40,2024-02-15
NFK,,16,2024-02-15
MTQ,True,6,2024-02-15
CAF,False,44,2024-02-15
HMD,,16,2024-02-15
VIR,,29,2024-02-15
COM,,9,2024-02-15
HMD,False,18,2024-02-15
KNA,,16,2024-02-15
GMB,True,15,2024-02-15
BGD,,8,2024-02-15
GLP,True,13,2024-02-15
CUW,True,18,2024-02-15
PRI,True,19,2024-02-15
GUF,True,5,2024-02-15
HMD,True,3,2024-02-15
KNA,True,3,2024-02-15
HTI,True,56,2024-02-15
BTN,False,14,2024-02-15
GIN,True,9,2024-02-15
ARM,,7,2024-02-15
GNB,False,6,2024-02-15
NRU,True,2,2024-02-15
ARE,False,4,2024-02-15
NRU,False,17,2024-02-15
GUM,,3,2024-02-15
ARE,,7,2024-02-15
PCN,True,2,2024-02-15
SSD,True,3,2024-02-15
VAT,False,1,2024-02-15
ARE,True,1,2024-02-15
BGR,True,4,2024-02-15
LBR,True,5,2024-02-15
ARM,False,5,2024-02-15
YEM,False,6,2024-02-15
GUM,False,7,2024-02-15
VIR,True,5,2024-02-15
GIN,False,1,2024-02-15
FLK,False,1,2024-02-15
COM,False,1,2024-02-15
NFK,True,2,2024-02-15
BGD,False,4,2024-02-15
BRA,True,112495,2024-03-15
THA,False,1715,2024-03-15
CCK,,15714,2024-03-15
NIU,,17466,2024-03-15
ZAF,False,29004,2024-03-15
SLB,True,95,2024-03-15
PSE,,636,2024-03-15
HTI,,148,2024-03-15
NOR,True,66179,2024-03-15
IRN,True,18454,2024-03-15
CZE,True,25353,2024-03-15
CZE,False,16946,2024-03-15
SWE,True,15374,2024-03-15
GRL,False,302,2024-03-15
POL,,678065,2024-03-15
LVA,,9740,2024-03-15
WSM,True,1108,2024-03-15
ZMB,,383,2024-03-15
JAM,,108,2024-03-15
SVK,False,8334,2024-03-15
PRY,False,846,2024-03-15
BRA,,582209,2024-03-15
SPM,,730,2024-03-15
NLD,False,98307,2024-03-15
SVN,False,2844,2024-03-15
LAO,True,422,2024-03-15
COG,False,40,2024-03-15
BDI,False,73,2024-03-15
MOZ,,1127,2024-03-15
BMU,False,255,2024-03-15
JOR,,349,2024-03-15
CUB,,124,2024-03-15
RUS,False,13322,2024-03-15
RWA,True,310,2024-03-15
DJI,True,22,2024-03-15
TUR,False,7710,2024-03-15
MNE,False,13919,2024-03-15
LSO,True,48,2024-03-15
SEN,False,152,2024-03-15
CCK,False,6021,2024-03-15
WLF,True,34,2024-03-15
VGB,True,43,2024-03-15
FRA,,375340,2024-03-15
SOM,,902,2024-03-15
NPL,True,1133,2024-03-15
TCA,,230,2024-03-15
ECU,False,1669,2024-03-15
MDG,True,178,2024-03-15
FSM,,1207,2024-03-15
COD,,322,2024-03-15
BRN,,86,2024-03-15
SLB,False,63,2024-03-15
BOL,,1233,2024-03-15
URY,,6422,2024-03-15
IND,False,24675,2024-03-15
HKG,True,5605,2024-03-15
LIE,False,1066,2024-03-15
EST,True,2840,2024-03-15
SHN,False,818,2024-03-15
UZB,False,350,2024-03-15
HND,True,181,2024-03-15
VAT,True,60,2024-03-15
SXM,True,45,2024-03-15
LBY,,1174,2024-03-15
GIB,,266,2024-03-15
VAT,,56,2024-03-15
CXR,False,391,2024-03-15
ISL,False,2181,2024-03-15
CPV,False,36,2024-03-15
CHN,False,18668,2024-03-15
ITA,True,44561,2024-03-15
IDN,True,11585,2024-03-15
LSO,False,107,2024-03-15
MOZ,False,262,2024-03-15
JPN,True,33155,2024-03-15
IRN,False,6404,2024-03-15
ETH,True,49,2024-03-15
VEN,False,717,2024-03-15
GRD,False,74,2024-03-15
ETH,,1810,2024-03-15
GEO,False,763,2024-03-15
KWT,False,207,2024-03-15
TJK,False,76,2024-03-15
REU,True,506,2024-03-15
GNQ,,99,2024-03-15
LKA,True,1239,2024-03-15
ITA,,733062,2024-03-15
UKR,,25371,2024-03-15
MCO,False,118,2024-03-15
BMU,True,102,2024-03-15
SMR,True,36,2024-03-15
CMR,,858,2024-03-15
GHA,,355,2024-03-15
NOR,False,17580,2024-03-15
NER,,62,2024-03-15
TZA,True,1266,2024-03-15
JAM,True,43,2024-03-15
BLZ,False,470,2024-03-15
IOT,,67251,2024-03-15
SEN,,841,2024-03-15
GTM,,451,2024-03-15
SGP,True,3964,2024-03-15
GTM,True,92,2024-03-15
HUN,False,7458,2024-03-15
MLI,True,77,2024-03-15
KNA,False,22,2024-03-15
GUF,,30,2024-03-15
KWT,True,113,2024-03-15
LCA,,209,2024-03-15
GUY,,221,2024-03-15
IOT,True,20706,2024-03-15
MUS,True,261,2024-03-15
TKL,True,220,2024-03-15
BHS,True,18,2024-03-15
HRV,,34126,2024-03-15
VCT,,1612,2024-03-15
WLF,,186,2024-03-15
ZAF,True,23039,2024-03-15
SPM,False,232,2024-03-15
SHN,,2102,2024-03-15
SLV,False,405,2024-03-15
GUY,False,92,2024-03-15
MNG,False,203,2024-03-15
QAT,,1124,2024-03-15
KAZ,False,815,2024-03-15
BHS,,60,2024-03-15
MAR,False,1226,2024-03-15
FRO,True,96,2024-03-15
GBR,,507140,2024-03-15
MEX,False,14577,2024-03-15
TZA,False,592,2024-03-15
BOL,True,461,2024-03-15
TLS,True,97,2024-03-15
MAC,True,154,2024-03-15
IOT,False,27478,2024-03-15
SOM,True,346,2024-03-15
MNP,True,12,2024-03-15
PRY,,5843,2024-03-15
GMB,,164,2024-03-15
,,295507,2024-03-15
GHA,True,100,2024-03-15
TTO,False,131,2024-03-15
,True,59436,2024-03-15
ATF,False,110,2024-03-15
KAZ,True,1726,2024-03-15
UGA,False,305,2024-03-15
TON,,1904,2024-03-15
FRO,,669,2024-03-15
BWA,True,220,2024-03-15
URY,True,2187,2024-03-15
GEO,True,1220,2024-03-15
NIU,True,1206,2024-03-15
LUX,True,1951,2024-03-15
MDG,False,270,2024-03-15
CRI,,1776,2024-03-15
JOR,False,297,2024-03-15
GAB,True,59,2024-03-15
TJK,,231,2024-03-15
BMU,,331,2024-03-15
SMR,False,63,2024-03-15
LKA,False,1002,2024-03-15
MMR,True,211,2024-03-15
MYT,False,83,2024-03-15
SYC,True,117,2024-03-15
NAM,False,29,2024-03-15
MDA,False,555,2024-03-15
SUR,True,40,2024-03-15
GBR,False,150584,2024-03-15
LVA,True,2986,2024-03-15
MLI,False,178,2024-03-15
TON,True,412,2024-03-15
DZA,False,174,2024-03-15
NPL,,3822,2024-03-15
CRI,True,659,2024-03-15
SWZ,True,24,2024-03-15
BRN,True,103,2024-03-15
UGA,,751,2024-03-15
VUT,,144,2024-03-15
GNQ,False,36,2024-03-15
MLI,,532,2024-03-15
FLK,,23,2024-03-15
FSM,False,491,2024-03-15
JAM,False,107,2024-03-15
MLT,,1599,2024-03-15
MEX,,63033,2024-03-15
TKL,,964,2024-03-15
UKR,True,7949,2024-03-15
GRC,False,7607,2024-03-15
LBN,True,95,2024-03-15
MCO,True,88,2024-03-15
PNG,,307,2024-03-15
DMA,,30,2024-03-15
WLF,False,58,2024-03-15
BEN,False,28,2024-03-15
CHE,True,21185,2024-03-15
YEM,,44,2024-03-15
LVA,False,2949,2024-03-15
IDN,False,6871,2024-03-15
BLR,,7088,2024-03-15
MNG,,1509,2024-03-15
DEU,True,129339,2024-03-15
CXR,True,262,2024-03-15
SVK,,47078,2024-03-15
SYC,,232,2024-03-15
LTU,True,3108,2024-03-15
NIC,True,249,2024-03-15
STP,,855,2024-03-15
KOR,False,2998,2024-03-15
COG,,236,2024-03-15
FSM,True,233,2024-03-15
CYM,True,191,2024-03-15
HUN,,119693,2024-03-15
REU,,4436,2024-03-15
TKM,,85,2024-03-15
SVN,True,4343,2024-03-15
NZL,,47468,2024-03-15
TCA,True,75,2024-03-15
USA,True,10149,2024-03-15
THA,,11151,2024-03-15
DJI,,147,2024-03-15
DNK,True,15579,2024-03-15
GGY,True,532,2024-03-15
CYP,False,659,2024-03-15
NOR,,137167,2024-03-15
IRQ,,334,2024-03-15
MOZ,True,391,2024-03-15
VEN,,1897,2024-03-15
SAU,True,2802,2024-03-15
FIN,False,11663,2024-03-15
CHL,False,8843,2024-03-15
GTM,False,184,2024-03-15
GAB,False,150,2024-03-15
PCN,False,21,2024-03-15
TUV,,12388,2024-03-15
SOM,False,278,2024-03-15
SYR,True,77,2024-03-15
TLS,,99,2024-03-15
GNB,,72,2024-03-15
EGY,False,320,2024-03-15
FIN,,42898,2024-03-15
SAU,,4626,2024-03-15
BWA,,604,2024-03-15
MLT,False,714,2024-03-15
GRC,True,11738,2024-03-15
GNB,True,17,2024-03-15
CUW,,94,2024-03-15
FIN,True,8801,2024-03-15
HUN,True,20678,2024-03-15
CAN,True,33402,2024-03-15
LAO,False,586,2024-03-15
RWA,False,130,2024-03-15
DOM,,2396,2024-03-15
PRT,True,10863,2024-03-15
TGO,,371,2024-03-15
CYP,True,627,2024-03-15
TGO,False,65,2024-03-15
SUR,False,85,2024-03-15
TGO,True,48,2024-03-15
BHR,,279,2024-03-15
AUT,True,13852,2024-03-15
TWN,False,3913,2024-03-15
PLW,True,679,2024-03-15
NIC,,333,2024-03-15
CHL,True,51107,2024-03-15
MEX,True,12785,2024-03-15
