country,policy,count,timestamp
TGO,quarantine,149,2025-02-15
SOM,reject,254,2025-02-15
FRA,invalid,524,2025-02-15
SLE,quarantine,30,2025-02-15
CHL,quarantine,6398,2025-02-15
NPL,none,5372,2025-02-15
TCA,quarantine,86,2025-02-15
AND,none,325,2025-02-15
SVK,invalid,11,2025-02-15
WSM,none,2538,2025-02-15
PYF,reject,98,2025-02-15
NLD,reject,277117,2025-02-15
MYS,none,22331,2025-02-15
KOR,reject,2424,2025-02-15
CHE,invalid,119,2025-02-15
KWT,reject,200,2025-02-15
BRB,none,73,2025-02-15
ARG,none,86013,2025-02-15
TWN,quarantine,4121,2025-02-15
SAU,quarantine,1438,2025-02-15
NCL,none,839,2025-02-15
STP,quarantine,319,2025-02-15
ZMB,none,525,2025-02-15
PNG,quarantine,149,2025-02-15
ZAF,none,161347,2025-02-15
BLR,reject,2090,2025-02-15
IDN,reject,13149,2025-02-15
KOR,quarantine,1218,2025-02-15
BMU,reject,214,2025-02-15
MSR,reject,331,2025-02-15
HTI,quarantine,21,2025-02-15
CUB,none,78,2025-02-15
ZAF,quarantine,28596,2025-02-15
UGA,reject,255,2025-02-15
NIC,quarantine,196,2025-02-15
VIR,quarantine,12,2025-02-15
ROU,none,120111,2025-02-15
ARG,reject,5433,2025-02-15
SGP,reject,4583,2025-02-15
PYF,quarantine,85,2025-02-15
WLF,none,122,2025-02-15
SMR,none,135,2025-02-15
JOR,quarantine,541,2025-02-15
PRY,quarantine,1297,2025-02-15
IND,invalid,131,2025-02-15
KHM,none,371,2025-02-15
ARG,invalid,65,2025-02-15
BMU,quarantine,119,2025-02-15
GRC,quarantine,28244,2025-02-15
MAR,reject,1096,2025-02-15
COL,reject,59565,2025-02-15
LVA,quarantine,2759,2025-02-15
TUN,reject,314,2025-02-15
CAN,invalid,260,2025-02-15
FIN,reject,8626,2025-02-15
LSO,quarantine,54,2025-02-15
NER,none,55,2025-02-15
LUX,quarantine,4123,2025-02-15
THA,quarantine,4907,2025-02-15
AGO,none,4379,2025-02-15
MNP,quarantine,24,2025-02-15
DJI,quarantine,36,2025-02-15
BGD,none,3209,2025-02-15
BEN,none,454,2025-02-15
MYT,quarantine,210,2025-02-15
HUN,reject,6952,2025-02-15
GGY,reject,839,2025-02-15
GAB,none,209,2025-02-15
LBN,reject,90,2025-02-15
MMR,none,224,2025-02-15
UGA,quarantine,337,2025-02-15
SYR,reject,43,2025-02-15
FIN,quarantine,9149,2025-02-15
SEN,none,770,2025-02-15
PYF,none,220,2025-02-15
JPN,reject,15337,2025-02-15
GTM,none,570,2025-02-15
MNG,quarantine,627,2025-02-15
MRT,none,190,2025-02-15
MWI,none,165,2025-02-15
JAM,reject,85,2025-02-15
HKG,reject,3509,2025-02-15
PSE,quarantine,243,2025-02-15
GUF,reject,28,2025-02-15
JAM,none,111,2025-02-15
LTU,invalid,16,2025-02-15
SHN,none,1619,2025-02-15
HND,none,512,2025-02-15
GBR,invalid,752,2025-02-15
PAK,quarantine,2276,2025-02-15
SDN,quarantine,53,2025-02-15
SWZ,none,111,2025-02-15
KHM,reject,162,2025-02-15
EST,none,27948,2025-02-15
TUN,none,2567,2025-02-15
NZL,invalid,48,2025-02-15
CRI,reject,632,2025-02-15
NAM,none,35,2025-02-15
CCK,invalid,23,2025-02-15
SLB,quarantine,26,2025-02-15
PLW,none,1789,2025-02-15
SLB,reject,47,2025-02-15
WLF,reject,84,2025-02-15
ITA,quarantine,33191,2025-02-15
QAT,quarantine,384,2025-02-15
PAN,reject,490,2025-02-15
VGB,quarantine,70,2025-02-15
ARE,quarantine,3214,2025-02-15
CAF,quarantine,69,2025-02-15
LSO,reject,42,2025-02-15
GIB,none,281,2025-02-15
CZE,invalid,67,2025-02-15
GNQ,reject,47,2025-02-15
BEL,none,179547,2025-02-15
ECU,none,5996,2025-02-15
ZMB,reject,123,2025-02-15
BGR,reject,1719,2025-02-15
BTN,invalid,1,2025-02-15
PSE,none,755,2025-02-15
POL,reject,242471,2025-02-15
MEX,none,80271,2025-02-15
COL,invalid,218,2025-02-15
GHA,reject,97,2025-02-15
BTN,quarantine,31,2025-02-15
TUR,none,74391,2025-02-15
SLE,reject,49,2025-02-15
TUR,invalid,84,2025-02-15
MNP,none,31,2025-02-15
CAN,none,235390,2025-02-15
RUS,none,173014,2025-02-15
IMN,quarantine,1746,2025-02-15
IMN,none,4005,2025-02-15
AUS,invalid,452,2025-02-15
NOR,invalid,109,2025-02-15
ZAF,invalid,56,2025-02-15
IOT,quarantine,20363,2025-02-15
LAO,quarantine,417,2025-02-15
BHS,none,48,2025-02-15
FRO,none,471,2025-02-15
IMN,reject,742,2025-02-15
ABW,none,63,2025-02-15
NAM,reject,20,2025-02-15
NIU,none,13814,2025-02-15
SWE,none,74471,2025-02-15
NOR,reject,14583,2025-02-15
KEN,none,11205,2025-02-15
MEX,reject,10693,2025-02-15
DZA,reject,480,2025-02-15
SSD,quarantine,12,2025-02-15
IRL,none,27598,2025-02-15
USA,none,76752,2025-02-15
CRI,quarantine,701,2025-02-15
ESP,quarantine,75505,2025-02-15
ETH,none,2154,2025-02-15
SLV,quarantine,267,2025-02-15
GLP,reject,66,2025-02-15
BTN,reject,226,2025-02-15
CPV,quarantine,85,2025-02-15
CHE,reject,193739,2025-02-15
IRN,quarantine,12415,2025-02-15
MAR,none,10835,2025-02-15
CIV,quarantine,632,2025-02-15
LBY,quarantine,469,2025-02-15
ZWE,reject,326,2025-02-15
FJI,reject,97,2025-02-15
CZE,none,130657,2025-02-15
SUR,none,272,2025-02-15
CZE,quarantine,26049,2025-02-15
ITA,reject,25236,2025-02-15
LTU,reject,2706,2025-02-15
NAM,quarantine,25,2025-02-15
MDG,reject,166,2025-02-15
CCK,reject,5146,2025-02-15
IND,reject,28356,2025-02-15
TZA,none,4764,2025-02-15
ZWE,quarantine,264,2025-02-15
MAC,none,294,2025-02-15
GHA,quarantine,152,2025-02-15
GRC,reject,8965,2025-02-15
BEL,quarantine,36043,2025-02-15
DOM,none,2739,2025-02-15
MYT,none,320,2025-02-15
SOM,quarantine,209,2025-02-15
BHS,reject,96,2025-02-15
KOR,none,7441,2025-02-15
BEL,invalid,312,2025-02-15
GMB,reject,23,2025-02-15
MWI,quarantine,42,2025-02-15
VIR,none,23,2025-02-15
AUT,invalid,56,2025-02-15
MRT,quarantine,32,2025-02-15
DJI,reject,45,2025-02-15
GNB,reject,5,2025-02-15
DMA,quarantine,10,2025-02-15
PCN,none,17,2025-02-15
EST,invalid,9,2025-02-15
KAZ,invalid,14,2025-02-15
COG,quarantine,117,2025-02-15
GUF,quarantine,8,2025-02-15
CUW,quarantine,34,2025-02-15
SYC,quarantine,52,2025-02-15
PHL,invalid,5,2025-02-15
NER,reject,16,2025-02-15
URY,invalid,8,2025-02-15
KIR,reject,24,2025-02-15
COK,quarantine,3,2025-02-15
ABW,quarantine,21,2025-02-15
DMA,reject,19,2025-02-15
COM,none,22,2025-02-15
LKA,invalid,1,2025-02-15
GEO,invalid,1,2025-02-15
SMR,reject,30,2025-02-15
ISL,invalid,5,2025-02-15
YEM,none,34,2025-02-15
NFK,reject,26,2025-02-15
KNA,reject,21,2025-02-15
LBR,none,24,2025-02-15
GLP,quarantine,19,2025-02-15
COG,reject,46,2025-02-15
PCN,reject,26,2025-02-15
NIU,invalid,27,2025-02-15
GLP,invalid,1,2025-02-15
ASM,invalid,5,2025-02-15
ABW,reject,22,2025-02-15
SGP,invalid,9,2025-02-15
IRN,invalid,10,2025-02-15
MYS,invalid,25,2025-02-15
BFA,reject,24,2025-02-15
MNP,reject,39,2025-02-15
HTI,invalid,2,2025-02-15
NRU,quarantine,2,2025-02-15
MSR,invalid,1,2025-02-15
NRU,none,7,2025-02-15
MAC,quarantine,50,2025-02-15
HMD,reject,10,2025-02-15
PNG,reject,53,2025-02-15
VIR,reject,33,2025-02-15
WLF,quarantine,58,2025-02-15
NFK,none,16,2025-02-15
DOM,invalid,6,2025-02-15
COM,reject,6,2025-02-15
LIE,invalid,6,2025-02-15
EGY,invalid,3,2025-02-15
HMD,quarantine,15,2025-02-15
BGR,invalid,1,2025-02-15
SMR,quarantine,27,2025-02-15
SHN,invalid,5,2025-02-15
ALB,invalid,2,2025-02-15
DZA,invalid,3,2025-02-15
BIH,invalid,4,2025-02-15
NGA,invalid,4,2025-02-15
JEY,invalid,1,2025-02-15
AZE,invalid,7,2025-02-15
LUX,invalid,13,2025-02-15
LVA,invalid,4,2025-02-15
HMD,none,15,2025-02-15
LAO,invalid,2,2025-02-15
HRV,invalid,6,2025-02-15
TCD,quarantine,15,2025-02-15
LBN,invalid,1,2025-02-15
LBY,invalid,2,2025-02-15
HKG,invalid,11,2025-02-15
KEN,invalid,7,2025-02-15
NPL,invalid,2,2025-02-15
GGY,invalid,4,2025-02-15
THA,invalid,3,2025-02-15
BLR,invalid,1,2025-02-15
SWZ,reject,12,2025-02-15
SPM,invalid,1,2025-02-15
UZB,invalid,1,2025-02-15
KNA,quarantine,7,2025-02-15
TUV,invalid,12,2025-02-15
CYP,invalid,2,2025-02-15
NFK,quarantine,4,2025-02-15
LBR,reject,3,2025-02-15
PCN,invalid,4,2025-02-15
CIV,invalid,2,2025-02-15
MOZ,invalid,1,2025-02-15
CRI,invalid,2,2025-02-15
BEN,invalid,2,2025-02-15
REU,invalid,4,2025-02-15
BOL,invalid,2,2025-02-15
SGS,invalid,1,2025-02-15
GHA,invalid,5,2025-02-15
GUM,reject,3,2025-02-15
TUN,invalid,4,2025-02-15
PCN,quarantine,2,2025-02-15
GIN,reject,2,2025-02-15
NER,invalid,1,2025-02-15
MAR,invalid,6,2025-02-15
ECU,invalid,4,2025-02-15
MDA,invalid,3,2025-02-15
IMN,invalid,2,2025-02-15
PRY,invalid,3,2025-02-15
FJI,invalid,1,2025-02-15
GUM,none,3,2025-02-15
LBR,quarantine,3,2025-02-15
TON,invalid,3,2025-02-15
FLK,quarantine,1,2025-02-15
BMU,invalid,1,2025-02-15
MNG,invalid,3,2025-02-15
KGZ,invalid,1,2025-02-15
GUY,invalid,1,2025-02-15
MLT,invalid,1,2025-02-15
SLV,invalid,4,2025-02-15
PLW,invalid,3,2025-02-15
WSM,invalid,2,2025-02-15
MMR,invalid,1,2025-02-15
ATA,reject,5,2025-02-15
PAN,invalid,3,2025-02-15
VEN,invalid,2,2025-02-15
GUF,invalid,1,2025-02-15
SRB,invalid,2,2025-02-15
RWA,invalid,1,2025-02-15
TKL,invalid,1,2025-02-15
VAT,quarantine,1,2025-02-15
QAT,invalid,1,2025-02-15
CXR,invalid,2,2025-02-15
GRL,invalid,1,2025-02-15
BLZ,invalid,1,2025-02-15
FSM,invalid,1,2025-02-15
ATG,invalid,1,2025-02-15
GUM,quarantine,1,2025-02-15
VUT,invalid,1,2025-02-15
CYM,invalid,1,2025-02-15
GTM,invalid,1,2025-02-15
SLE,invalid,1,2025-02-15
MKD,invalid,1,2025-02-15
MDV,invalid,1,2025-02-15
USA,quarantine,11497,2025-03-15
RUS,invalid,144,2025-03-15
CCK,none,16753,2025-03-15
UKR,none,24149,2025-03-15
ESP,reject,19509,2025-03-15
URY,quarantine,2519,2025-03-15
CHN,none,19009,2025-03-15
NIU,invalid,28,2025-03-15
ITA,none,813304,2025-03-15
HUN,quarantine,11311,2025-03-15
EGY,reject,313,2025-03-15
SVK,reject,10134,2025-03-15
NZL,quarantine,11615,2025-03-15
KAZ,none,5921,2025-03-15
SWE,quarantine,14752,2025-03-15
BIH,quarantine,1114,2025-03-15
KAZ,quarantine,4999,2025-03-15
VNM,quarantine,2954,2025-03-15
SLV,none,943,2025-03-15
IOT,invalid,119,2025-03-15
IRN,none,58330,2025-03-15
TKL,quarantine,209,2025-03-15
SVK,none,58333,2025-03-15
TKL,reject,408,2025-03-15
NOR,none,87745,2025-03-15
POL,quarantine,161548,2025-03-15
MTQ,none,37,2025-03-15
POL,none,434007,2025-03-15
GBR,quarantine,100259,2025-03-15
IDN,quarantine,14804,2025-03-15
USA,reject,20055,2025-03-15
IDN,none,84687,2025-03-15
MNE,none,41151,2025-03-15
EST,reject,3639,2025-03-15
PRT,invalid,51,2025-03-15
GAB,reject,143,2025-03-15
IOT,none,79155,2025-03-15
PER,none,16079,2025-03-15
ECU,reject,1119,2025-03-15
ROU,quarantine,12080,2025-03-15
DEU,invalid,677,2025-03-15
EGY,quarantine,259,2025-03-15
ESP,none,203631,2025-03-15
BEL,reject,38582,2025-03-15
AUT,reject,23301,2025-03-15
SWE,invalid,214,2025-03-15
RUS,quarantine,40173,2025-03-15
SYC,none,187,2025-03-15
,none,235384,2025-03-15
UKR,invalid,42,2025-03-15
THA,reject,1562,2025-03-15
ROU,invalid,35,2025-03-15
PRI,quarantine,42,2025-03-15
CHL,reject,8626,2025-03-15
IRN,invalid,10,2025-03-15
TUR,reject,5184,2025-03-15
CHE,none,171310,2025-03-15
LIE,reject,2846,2025-03-15
PRT,reject,8297,2025-03-15
GBR,reject,126103,2025-03-15
IND,none,255055,2025-03-15
EGY,none,866,2025-03-15
IRN,reject,5897,2025-03-15
NOR,quarantine,70997,2025-03-15
GRC,invalid,33,2025-03-15
CHE,quarantine,174440,2025-03-15
AIA,none,27171,2025-03-15
CHN,reject,13255,2025-03-15
GTM,reject,175,2025-03-15
AUT,none,173588,2025-03-15
DNK,none,62459,2025-03-15
DNK,quarantine,18190,2025-03-15
ITA,invalid,224,2025-03-15
SLV,reject,314,2025-03-15
ESP,invalid,122,2025-03-15
DMA,none,37,2025-03-15
VEN,quarantine,459,2025-03-15
MEX,quarantine,7195,2025-03-15
MDV,reject,94,2025-03-15
NLD,none,1002302,2025-03-15
DEU,reject,426530,2025-03-15
AUT,invalid,54,2025-03-15
MEX,invalid,48,2025-03-15
AUT,quarantine,20607,2025-03-15
FRA,none,458366,2025-03-15
RUS,reject,46342,2025-03-15
MNE,reject,9898,2025-03-15
AIA,reject,4884,2025-03-15
VEN,none,2009,2025-03-15
GUF,none,26,2025-03-15
LBY,reject,191,2025-03-15
MYS,invalid,29,2025-03-15
LVA,reject,3577,2025-03-15
DMA,quarantine,9,2025-03-15
COL,quarantine,27528,2025-03-15
LIE,none,3193,2025-03-15
NIU,reject,5232,2025-03-15
EST,quarantine,7941,2025-03-15
MYS,reject,4669,2025-03-15
CCK,quarantine,6851,2025-03-15
SVK,quarantine,6786,2025-03-15
TON,reject,45,2025-03-15
FIN,none,46721,2025-03-15
PRI,reject,200,2025-03-15
HKG,quarantine,10,2025-03-15
JPN,quarantine,27014,2025-03-15
CHN,invalid,28,2025-03-15
IND,quarantine,28396,2025-03-15
HUN,invalid,58,2025-03-15
KAZ,reject,1966,2025-03-15
CRI,none,1756,2025-03-15
DNK,invalid,243,2025-03-15
ARG,quarantine,8535,2025-03-15
KAZ,invalid,13,2025-03-15
UKR,reject,4868,2025-03-15
PER,reject,2544,2025-03-15
BFA,quarantine,146,2025-03-15
POL,invalid,136,2025-03-15
AUS,none,346847,2025-03-15
GBR,none,679184,2025-03-15
BIH,reject,577,2025-03-15
BRA,none,711911,2025-03-15
ECU,quarantine,1063,2025-03-15
CHN,quarantine,10930,2025-03-15
VNM,reject,4880,2025-03-15
PRI,none,109,2025-03-15
NLD,invalid,952,2025-03-15
CHL,invalid,51,2025-03-15
,quarantine,62699,2025-03-15
ROU,reject,20170,2025-03-15
PRT,none,79120,2025-03-15
UKR,quarantine,6220,2025-03-15
HKG,none,85,2025-03-15
,invalid,151,2025-03-15
CAN,reject,30811,2025-03-15
NZL,none,69408,2025-03-15
FRA,reject,107186,2025-03-15
THA,none,8746,2025-03-15
DNK,reject,91815,2025-03-15
VNM,none,12147,2025-03-15
SYC,reject,108,2025-03-15
,reject,88671,2025-03-15
JPN,none,234340,2025-03-15
FRA,quarantine,115810,2025-03-15
LVA,none,8080,2025-03-15
GTM,quarantine,89,2025-03-15
TKL,none,663,2025-03-15
URY,reject,1079,2025-03-15
COL,none,222174,2025-03-15
PER,quarantine,2419,2025-03-15
GAB,quarantine,389,2025-03-15
MNE,quarantine,12067,2025-03-15
MLI,quarantine,143,2025-03-15
VEN,reject,614,2025-03-15
IOT,reject,19456,2025-03-15
BRA,invalid,872,2025-03-15
USA,invalid,91,2025-03-15
MLI,reject,195,2025-03-15
FLK,reject,44,2025-03-15
MLI,none,409,2025-03-15
CHL,none,101787,2025-03-15
SWE,reject,25901,2025-03-15
AUS,reject,57767,2025-03-15
TUN,quarantine,954,2025-03-15
LIE,quarantine,2476,2025-03-15
CAN,quarantine,33240,2025-03-15
AUS,quarantine,64241,2025-03-15
DEU,quarantine,232209,2025-03-15
LAO,reject,388,2025-03-15
PER,invalid,18,2025-03-15
NZL,reject,12968,2025-03-15
FLK,none,9,2025-03-15
MDV,quarantine,309,2025-03-15
NLD,quarantine,227447,2025-03-15
PRT,quarantine,9840,2025-03-15
LBN,quarantine,96,2025-03-15
JPN,invalid,32,2025-03-15
BRA,reject,42834,2025-03-15
MNE,invalid,56,2025-03-15
FIN,invalid,53,2025-03-15
BRA,quarantine,59138,2025-03-15
AIA,quarantine,5490,2025-03-15
TUR,quarantine,35053,2025-03-15
CZE,reject,15177,2025-03-15
LBN,none,334,2025-03-15
HUN,none,117531,2025-03-15
LBY,none,1335,2025-03-15
LAO,none,1907,2025-03-15
MDV,none,814,2025-03-15
DEU,none,909537,2025-03-15
TON,none,108,2025-03-15
ZAF,reject,12586,2025-03-15
BIH,none,7740,2025-03-15
MYS,quarantine,9346,2025-03-15
NIU,quarantine,3338,2025-03-15
URY,none,7778,2025-03-15
GRC,none,78837,2025-03-15
BFA,none,174,2025-03-15
FRA,invalid,531,2025-03-15
CHL,quarantine,6490,2025-03-15
YEM,none,35,2025-03-15
NLD,reject,282455,2025-03-15
KOR,reject,2670,2025-03-15
CHE,invalid,123,2025-03-15
MYS,none,23662,2025-03-15
ARG,none,87906,2025-03-15
ZAF,none,94403,2025-03-15
IDN,reject,12843,2025-03-15
KOR,quarantine,1253,2025-03-15
ZAF,quarantine,16683,2025-03-15
ROU,none,128363,2025-03-15
ARG,reject,5535,2025-03-15
IND,invalid,131,2025-03-15
ARG,invalid,59,2025-03-15
GRC,quarantine,29109,2025-03-15
COL,reject,64316,2025-03-15
LVA,quarantine,2507,2025-03-15
CAN,invalid,255,2025-03-15
TUN,reject,322,2025-03-15
FIN,reject,8799,2025-03-15
THA,quarantine,5017,2025-03-15
MYT,quarantine,216,2025-03-15
GAB,none,220,2025-03-15
HUN,reject,5921,2025-03-15
LBN,reject,93,2025-03-15
FIN,quarantine,9462,2025-03-15
JPN,reject,14977,2025-03-15
GTM,none,582,2025-03-15
GUF,reject,28,2025-03-15
HKG,reject,120,2025-03-15
GBR,invalid,2981,2025-03-15
EST,none,28206,2025-03-15
TUN,none,3255,2025-03-15
NZL,invalid,52,2025-03-15
CRI,reject,627,2025-03-15
NAM,none,38,2025-03-15
ITA,quarantine,33984,2025-03-15
CZE,invalid,66,2025-03-15
BEL,none,181165,2025-03-15
ECU,none,5063,2025-03-15
POL,reject,247550,2025-03-15
MEX,none,55605,2025-03-15
COL,invalid,224,2025-03-15
TUR,none,61756,2025-03-15
TUR,invalid,71,2025-03-15
RUS,none,175987,2025-03-15
CAN,none,240437,2025-03-15
IMN,none,4226,2025-03-15
IMN,quarantine,1769,2025-03-15
NOR,invalid,113,2025-03-15
AUS,invalid,453,2025-03-15
ZAF,invalid,38,2025-03-15
IOT,quarantine,20902,2025-03-15
LAO,quarantine,429,2025-03-15
IMN,reject,780,2025-03-15
SWE,none,76064,2025-03-15
NOR,reject,14931,2025-03-15
NIU,none,13978,2025-03-15
MEX,reject,7615,2025-03-15
USA,none,79653,2025-03-15
CRI,quarantine,677,2025-03-15
ESP,quarantine,77008,2025-03-15
SLV,quarantine,274,2025-03-15
CHE,reject,196162,2025-03-15
IRN,quarantine,12738,2025-03-15
LBY,quarantine,356,2025-03-15
CZE,none,132593,2025-03-15
ITA,reject,25785,2025-03-15
CZE,quarantine,26748,2025-03-15
CCK,reject,5234,2025-03-15
IND,reject,32166,2025-03-15
BEL,quarantine,36607,2025-03-15
MYT,none,325,2025-03-15
GRC,reject,9025,2025-03-15
KOR,none,7729,2025-03-15
BEL,invalid,321,2025-03-15
TON,quarantine,35,2025-03-15
YEM,reject,33,2025-03-15
IDN,invalid,26,2025-03-15
MKD,none,3,2025-03-15
YEM,quarantine,14,2025-03-15
EST,invalid,9,2025-03-15
KOR,invalid,49,2025-03-15
AIA,invalid,29,2025-03-15
BFA,reject,23,2025-03-15
SYC,quarantine,29,2025-03-15
MYT,reject,96,2025-03-15
DMA,reject,19,2025-03-15
TWN,none,19,2025-03-15
CCK,invalid,23,2025-03-15
NAM,reject,22,2025-03-15
VNM,invalid,22,2025-03-15
SRB,reject,8,2025-03-15
IMN,invalid,3,2025-03-15
SVK,invalid,12,2025-03-15
BGD,none,4,2025-03-15
NAM,quarantine,26,2025-03-15
LBN,invalid,1,2025-03-15
MTQ,quarantine,14,2025-03-15
LBY,invalid,2,2025-03-15
LIE,invalid,7,2025-03-15
THA,invalid,3,2025-03-15
TWN,reject,25,2025-03-15
SRB,none,25,2025-03-15
MTQ,reject,34,2025-03-15
GUF,quarantine,8,2025-03-15
VEN,invalid,2,2025-03-15
MDV,invalid,1,2025-03-15
URY,invalid,8,2025-03-15
EGY,invalid,3,2025-03-15
GUF,invalid,1,2025-03-15
LVA,invalid,4,2025-03-15
TUN,invalid,4,2025-03-15
BIH,invalid,4,2025-03-15
BGD,reject,2,2025-03-15
ECU,invalid,4,2025-03-15
GTM,invalid,1,2025-03-15
CRI,invalid,2,2025-03-15
LAO,invalid,2,2025-03-15
TKL,invalid,1,2025-03-15
SRB,quarantine,1,2025-03-15
MKD,quarantine,1,2025-03-15
MNG,reject,1,2025-03-15
SLV,invalid,4,2025-03-15
BGD,quarantine,1,2025-03-15
TWN,quarantine,2,2025-03-15
SAU,reject,1,2025-03-15
MKD,reject,1,2025-03-15
NGA,quarantine,7545,2025-04-15
RUS,invalid,153,2025-04-15
USA,quarantine,11803,2025-04-15
UGA,none,1152,2025-04-15
CCK,none,17377,2025-04-15
NGA,reject,1171,2025-04-15
UKR,none,24818,2025-04-15
ESP,reject,20370,2025-04-15
TON,quarantine,516,2025-04-15
MOZ,quarantine,345,2025-04-15
URY,quarantine,2554,2025-04-15
GMB,reject,24,2025-04-15
CHN,none,19447,2025-04-15
LTU,quarantine,3040,2025-04-15
SPM,reject,232,2025-04-15
BOL,reject,578,2025-04-15
NIU,invalid,29,2025-04-15
ITA,none,828342,2025-04-15
GGY,quarantine,955,2025-04-15
KGZ,reject,272,2025-04-15
HUN,quarantine,13933,2025-04-15
HTI,reject,166,2025-04-15
ZMB,quarantine,160,2025-04-15
EGY,reject,324,2025-04-15
HTI,none,200,2025-04-15
DZA,quarantine,583,2025-04-15
CYM,quarantine,170,2025-04-15
CUB,quarantine,109,2025-04-15
SVK,reject,10546,2025-04-15
NZL,quarantine,11871,2025-04-15
SPM,none,486,2025-04-15
MDA,none,5839,2025-04-15
NFK,quarantine,4,2025-04-15
UZB,reject,1280,2025-04-15
SWE,quarantine,15033,2025-04-15
KAZ,none,6199,2025-04-15
SLE,none,177,2025-04-15
CXR,quarantine,383,2025-04-15
BIH,quarantine,1139,2025-04-15
CXR,none,799,2025-04-15
SSD,reject,8,2025-04-15
YEM,reject,33,2025-04-15
KAZ,quarantine,5111,2025-04-15
VNM,quarantine,3075,2025-04-15
MUS,reject,357,2025-04-15
MWI,quarantine,49,2025-04-15
SLV,none,1002,2025-04-15
IOT,invalid,119,2025-04-15
IRN,none,62915,2025-04-15
ISL,none,9419,2025-04-15
TKL,quarantine,214,2025-04-15
ETH,reject,65,2025-04-15
ETH,quarantine,67,2025-04-15
LCA,reject,113,2025-04-15
SVK,none,59083,2025-04-15
ARE,reject,3521,2025-04-15
TKL,reject,404,2025-04-15
PAN,quarantine,265,2025-04-15
AND,quarantine,256,2025-04-15
RWA,reject,114,2025-04-15
BHR,reject,222,2025-04-15
VCT,reject,486,2025-04-15
NOR,none,89876,2025-04-15
POL,quarantine,163288,2025-04-15
DZA,none,1273,2025-04-15
DOM,reject,728,2025-04-15
LKA,reject,873,2025-04-15
PAN,none,1058,2025-04-15
POL,none,439951,2025-04-15
GBR,quarantine,103418,2025-04-15
FRO,reject,460,2025-04-15
IDN,quarantine,14337,2025-04-15
REU,none,3452,2025-04-15
VUT,quarantine,31,2025-04-15
USA,reject,22183,2025-04-15
SPM,quarantine,316,2025-04-15
GRD,quarantine,53,2025-04-15
MMR,reject,97,2025-04-15
IDN,none,88629,2025-04-15
KEN,quarantine,10424,2025-04-15
ATG,quarantine,374,2025-04-15
TCD,none,57,2025-04-15
IDN,invalid,25,2025-04-15
STP,reject,365,2025-04-15
BGD,quarantine,790,2025-04-15
TKM,reject,112,2025-04-15
MNE,none,49087,2025-04-15
GGY,none,2947,2025-04-15
EST,reject,3678,2025-04-15
BOL,quarantine,492,2025-04-15
ATF,quarantine,138,2025-04-15
GAB,reject,148,2025-04-15
IOT,none,81656,2025-04-15
PLW,reject,731,2025-04-15
ISL,reject,1891,2025-04-15
SXM,none,140,2025-04-15
PER,none,16826,2025-04-15
ROU,quarantine,12299,2025-04-15
DEU,invalid,689,2025-04-15
JEY,reject,263,2025-04-15
ECU,reject,1404,2025-04-15
EGY,quarantine,263,2025-04-15
CIV,none,1827,2025-04-15
ESP,none,207060,2025-04-15
AUT,reject,24169,2025-04-15
BEL,reject,39942,2025-04-15
SWE,invalid,220,2025-04-15
ARM,reject,641,2025-04-15
BHS,quarantine,28,2025-04-15
SYC,none,306,2025-04-15
RUS,quarantine,41014,2025-04-15
BDI,none,424,2025-04-15
GRL,reject,429,2025-04-15
BDI,reject,100,2025-04-15
,none,240679,2025-04-15
PLW,quarantine,695,2025-04-15
SGP,invalid,14,2025-04-15
BDI,quarantine,55,2025-04-15
ASM,reject,359,2025-04-15
MCO,none,438,2025-04-15
SVN,reject,2460,2025-04-15
THA,reject,1628,2025-04-15
CPV,reject,62,2025-04-15
ROU,invalid,30,2025-04-15
UKR,invalid,40,2025-04-15
CUW,reject,25,2025-04-15
RWA,quarantine,147,2025-04-15
PRI,quarantine,42,2025-04-15
CHL,reject,9013,2025-04-15
IRN,invalid,10,2025-04-15
FSM,quarantine,314,2025-04-15
MLT,reject,488,2025-04-15
TUR,reject,6799,2025-04-15
OMN,reject,376,2025-04-15
ATF,reject,170,2025-04-15
CHE,none,173437,2025-04-15
ARE,none,22974,2025-04-15
PRT,reject,8513,2025-04-15
BRN,reject,51,2025-04-15
LIE,reject,2945,2025-04-15
BMU,none,336,2025-04-15
REU,reject,762,2025-04-15
GIB,reject,83,2025-04-15
FJI,none,247,2025-04-15
GBR,reject,137726,2025-04-15
IND,none,263901,2025-04-15
AZE,none,4575,2025-04-15
SGP,none,18670,2025-04-15
TZA,quarantine,552,2025-04-15
MKD,none,5182,2025-04-15
COD,none,416,2025-04-15
AGO,quarantine,325,2025-04-15
GNQ,none,63,2025-04-15
EGY,none,892,2025-04-15
KWT,quarantine,214,2025-04-15
SAU,invalid,7,2025-04-15
NOR,quarantine,71374,2025-04-15
IRN,reject,6047,2025-04-15
CUW,none,140,2025-04-15
IRQ,quarantine,92,2025-04-15
ALB,quarantine,2023,2025-04-15
ALA,none,459,2025-04-15
SUR,quarantine,97,2025-04-15
ARM,none,4241,2025-04-15
CHE,quarantine,177921,2025-04-15
AFG,none,872,2025-04-15
SAU,reject,1718,2025-04-15
MAC,reject,65,2025-04-15
AIA,none,40336,2025-04-15
SRB,quarantine,1961,2025-04-15
MUS,none,1364,2025-04-15
CHN,reject,14584,2025-04-15
CMR,none,768,2025-04-15
BHR,none,323,2025-04-15
GTM,reject,192,2025-04-15
