country,policy,count,timestamp
SAU,reject,1172,2024-05-15
MAC,reject,43,2024-05-15
MUS,none,852,2024-05-15
SRB,quarantine,1448,2024-05-15
GTM,reject,125,2024-05-15
CMR,none,605,2024-05-15
CHN,reject,5533,2024-05-15
BHR,none,189,2024-05-15
AUT,none,157881,2024-05-15
VGB,none,113,2024-05-15
BWA,none,566,2024-05-15
DNK,none,51132,2024-05-15
GEO,none,2521,2024-05-15
MKD,quarantine,588,2024-05-15
SYR,none,207,2024-05-15
JOR,reject,117,2024-05-15
DNK,quarantine,14484,2024-05-15
ITA,invalid,211,2024-05-15
MUS,quarantine,265,2024-05-15
SLV,reject,258,2024-05-15
MTQ,reject,25,2024-05-15
MOZ,none,1030,2024-05-15
LKA,quarantine,739,2024-05-15
CYP,quarantine,607,2024-05-15
GUY,none,166,2024-05-15
ESP,invalid,98,2024-05-15
DMA,none,23,2024-05-15
VIR,none,20,2024-05-15
SAU,none,4372,2024-05-15
MEX,quarantine,8601,2024-05-15
MAR,quarantine,1119,2024-05-15
GIB,quarantine,47,2024-05-15
VEN,quarantine,392,2024-05-15
MDV,reject,74,2024-05-15
NLD,none,976541,2024-05-15
DEU,reject,129596,2024-05-15
MNG,reject,443,2024-05-15
HRV,quarantine,2014,2024-05-15
MCO,quarantine,75,2024-05-15
SGP,quarantine,3816,2024-05-15
CAF,reject,111,2024-05-15
AUT,invalid,55,2024-05-15
MEX,invalid,55,2024-05-15
GRD,none,121,2024-05-15
TLS,quarantine,32,2024-05-15
AUT,quarantine,13622,2024-05-15
FRA,none,273893,2024-05-15
PAK,reject,1177,2024-05-15
CMR,quarantine,237,2024-05-15
RUS,reject,33119,2024-05-15
UZB,quarantine,1094,2024-05-15
QAT,none,1065,2024-05-15
OMN,none,345,2024-05-15
PAK,none,8924,2024-05-15
MNE,reject,9246,2024-05-15
VEN,none,1630,2024-05-15
GUY,reject,97,2024-05-15
LBY,reject,211,2024-05-15
MYS,invalid,11,2024-05-15
DJI,reject,39,2024-05-15
CMR,reject,247,2024-05-15
SMR,quarantine,25,2024-05-15
SWZ,quarantine,103,2024-05-15
LVA,reject,3287,2024-05-15
DMA,quarantine,9,2024-05-15
NER,quarantine,32,2024-05-15
MNG,none,912,2024-05-15
COL,quarantine,18919,2024-05-15
LIE,none,2758,2024-05-15
GRD,reject,47,2024-05-15
THA,invalid,2,2024-05-15
EST,quarantine,6400,2024-05-15
NIU,reject,4846,2024-05-15
TTO,none,150,2024-05-15
PCN,none,13,2024-05-15
CUB,reject,89,2024-05-15
KWT,none,224,2024-05-15
SXM,quarantine,34,2024-05-15
TJK,quarantine,47,2024-05-15
EST,invalid,8,2024-05-15
MYS,reject,3946,2024-05-15
CCK,quarantine,3892,2024-05-15
TON,reject,554,2024-05-15
SVK,quarantine,5455,2024-05-15
BLR,quarantine,1381,2024-05-15
NPL,reject,898,2024-05-15
SVN,quarantine,2196,2024-05-15
VUT,none,122,2024-05-15
GMB,quarantine,47,2024-05-15
FIN,none,37007,2024-05-15
HKG,quarantine,1725,2024-05-15
MCO,reject,68,2024-05-15
HRV,reject,1948,2024-05-15
PRI,reject,158,2024-05-15
JPN,quarantine,19584,2024-05-15
CYP,none,2048,2024-05-15
IRQ,none,311,2024-05-15
KGZ,quarantine,487,2024-05-15
LUX,none,6407,2024-05-15
IRL,reject,3625,2024-05-15
CHN,invalid,161,2024-05-15
GUY,quarantine,145,2024-05-15
VCT,quarantine,316,2024-05-15
SGS,none,172,2024-05-15
IND,quarantine,22003,2024-05-15
PRY,reject,565,2024-05-15
QAT,reject,388,2024-05-15
SHN,reject,706,2024-05-15
HUN,invalid,66,2024-05-15
LCA,none,160,2024-05-15
REU,quarantine,1839,2024-05-15
KOR,invalid,40,2024-05-15
SXM,reject,84,2024-05-15
BLR,none,4683,2024-05-15
KAZ,reject,1268,2024-05-15
CRI,none,1486,2024-05-15
DNK,invalid,181,2024-05-15
MWI,reject,73,2024-05-15
VUT,reject,41,2024-05-15
TTO,reject,99,2024-05-15
COG,quarantine,118,2024-05-15
VGB,reject,71,2024-05-15
HND,reject,244,2024-05-15
FRO,quarantine,138,2024-05-15
KAZ,invalid,15,2024-05-15
SRB,reject,1606,2024-05-15
UKR,reject,4266,2024-05-15
HRV,none,33497,2024-05-15
PER,reject,1829,2024-05-15
RWA,none,357,2024-05-15
SSD,none,15,2024-05-15
GLP,none,98,2024-05-15
WSM,quarantine,423,2024-05-15
POL,invalid,136,2024-05-15
COK,none,73,2024-05-15
SDN,none,215,2024-05-15
GBR,none,541828,2024-05-15
TWN,reject,2672,2024-05-15
BHR,quarantine,124,2024-05-15
BRA,none,583307,2024-05-15
MDG,none,325,2024-05-15
ECU,quarantine,1099,2024-05-15
CHN,quarantine,6963,2024-05-15
ISL,quarantine,1234,2024-05-15
VNM,reject,4001,2024-05-15
BRN,quarantine,77,2024-05-15
DOM,quarantine,576,2024-05-15
NCL,quarantine,298,2024-05-15
CYM,none,447,2024-05-15
PRI,none,85,2024-05-15
TGO,reject,65,2024-05-15
BRN,none,56,2024-05-15
ISR,none,24819,2024-05-15
NLD,invalid,890,2024-05-15
ISR,reject,1894,2024-05-15
BWA,quarantine,205,2024-05-15
CHL,invalid,40,2024-05-15
,quarantine,54463,2024-05-15
ATF,none,195,2024-05-15
TLS,none,117,2024-05-15
PRT,none,68246,2024-05-15
ROU,reject,15481,2024-05-15
TCA,none,198,2024-05-15
UKR,quarantine,5601,2024-05-15
GIN,none,161,2024-05-15
SOM,none,779,2024-05-15
JEY,quarantine,110,2024-05-15
TZA,reject,308,2024-05-15
SLB,none,99,2024-05-15
HKG,none,11524,2024-05-15
BLZ,quarantine,294,2024-05-15
JOR,none,333,2024-05-15
SGS,reject,98,2024-05-15
SEN,reject,116,2024-05-15
TLS,reject,43,2024-05-15
,invalid,138,2024-05-15
NZL,none,48592,2024-05-15
CAN,reject,24426,2024-05-15
FRA,reject,65881,2024-05-15
THA,none,7344,2024-05-15
TUV,reject,2652,2024-05-15
DNK,reject,82012,2024-05-15
TUV,none,11072,2024-05-15
MLT,none,1432,2024-05-15
GEO,quarantine,812,2024-05-15
MRT,reject,29,2024-05-15
JAM,quarantine,45,2024-05-15
BWA,reject,153,2024-05-15
IRL,quarantine,3066,2024-05-15
MMR,quarantine,136,2024-05-15
TJK,reject,81,2024-05-15
SYC,quarantine,45,2024-05-15
MDA,invalid,3,2024-05-15
VNM,none,8404,2024-05-15
SYC,reject,145,2024-05-15
BEN,quarantine,155,2024-05-15
,reject,69718,2024-05-15
GEO,reject,552,2024-05-15
TCD,reject,38,2024-05-15
HTI,invalid,1,2024-05-15
NGA,none,5198,2024-05-15
LUX,reject,2320,2024-05-15
VAT,none,61,2024-05-15
TUV,quarantine,2072,2024-05-15
JPN,none,196695,2024-05-15
SVN,none,33901,2024-05-15
SDN,reject,51,2024-05-15
FRA,quarantine,79858,2024-05-15
LVA,none,6966,2024-05-15
SRB,none,10442,2024-05-15
GTM,quarantine,65,2024-05-15
TKL,none,667,2024-05-15
URY,reject,850,2024-05-15
COL,none,161224,2024-05-15
GAB,quarantine,193,2024-05-15
PHL,none,6229,2024-05-15
PER,quarantine,1929,2024-05-15
ISR,invalid,22,2024-05-15
MLT,quarantine,332,2024-05-15
MNE,quarantine,10361,2024-05-15
MSR,none,355,2024-05-15
MLI,quarantine,123,2024-05-15
PHL,quarantine,2005,2024-05-15
NCL,reject,170,2024-05-15
VEN,reject,496,2024-05-15
NIC,none,244,2024-05-15
KIR,reject,17,2024-05-15
COD,quarantine,97,2024-05-15
BGR,none,90,2024-05-15
IOT,reject,15972,2024-05-15
BRA,invalid,634,2024-05-15
KEN,reject,796,2024-05-15
JEY,none,495,2024-05-15
MLI,reject,151,2024-05-15
USA,invalid,79,2024-05-15
TCA,reject,56,2024-05-15
GMB,none,135,2024-05-15
TJK,none,191,2024-05-15
FSM,reject,252,2024-05-15
COG,none,134,2024-05-15
SWZ,reject,10,2024-05-15
ZWE,none,2112,2024-05-15
MDA,quarantine,677,2024-05-15
MYT,reject,74,2024-05-15
FLK,reject,40,2024-05-15
GHA,none,245,2024-05-15
MSR,quarantine,125,2024-05-15
UZB,none,6499,2024-05-15
LTU,none,19608,2024-05-15
MLI,none,291,2024-05-15
TWN,invalid,45,2024-05-15
KGZ,none,1065,2024-05-15
SYR,quarantine,88,2024-05-15
CHL,none,80117,2024-05-15
LKA,none,3435,2024-05-15
SWE,reject,21883,2024-05-15
SHN,quarantine,658,2024-05-15
MDA,reject,565,2024-05-15
IRQ,reject,152,2024-05-15
GNB,none,71,2024-05-15
STP,none,560,2024-05-15
HND,quarantine,126,2024-05-15
TKM,none,39,2024-05-15
TUN,quarantine,587,2024-05-15
MOZ,reject,228,2024-05-15
MAR,invalid,6,2024-05-15
LIE,quarantine,2169,2024-05-15
CXR,reject,298,2024-05-15
MKD,reject,491,2024-05-15
SVN,invalid,14,2024-05-15
CAN,quarantine,24359,2024-05-15
BTN,none,33,2024-05-15
DEU,quarantine,119882,2024-05-15
GRL,none,280,2024-05-15
TWN,none,14414,2024-05-15
LAO,reject,325,2024-05-15
NZL,reject,9933,2024-05-15
MAC,quarantine,35,2024-05-15
TTO,quarantine,49,2024-05-15
VCT,none,1417,2024-05-15
FSM,none,1060,2024-05-15
MDV,quarantine,192,2024-05-15
CPV,none,418,2024-05-15
BLZ,reject,376,2024-05-15
CYM,reject,128,2024-05-15
BLZ,none,1245,2024-05-15
SEN,quarantine,306,2024-05-15
PNG,none,374,2024-05-15
NRU,reject,21,2024-05-15
NLD,quarantine,197947,2024-05-15
PRT,quarantine,7514,2024-05-15
PHL,reject,2294,2024-05-15
KHM,quarantine,67,2024-05-15
LBN,quarantine,86,2024-05-15
JPN,invalid,24,2024-05-15
GIN,quarantine,15,2024-05-15
BRA,reject,35422,2024-05-15
MNE,invalid,47,2024-05-15
FJI,quarantine,82,2024-05-15
COM,none,12,2024-05-15
BEN,reject,36,2024-05-15
NIC,reject,271,2024-05-15
BRA,quarantine,48678,2024-05-15
TUR,quarantine,32627,2024-05-15
BOL,none,1065,2024-05-15
PSE,reject,299,2024-05-15
CZE,reject,11676,2024-05-15
LBN,none,241,2024-05-15
CAF,none,168,2024-05-15
CYP,reject,602,2024-05-15
TGO,none,218,2024-05-15
ECU,invalid,7,2024-05-15
TKM,quarantine,39,2024-05-15
HUN,none,119171,2024-05-15
LBY,none,852,2024-05-15
LSO,none,104,2024-05-15
LAO,none,1491,2024-05-15
GRL,quarantine,97,2024-05-15
MDV,none,680,2024-05-15
SGS,quarantine,62,2024-05-15
SUR,reject,71,2024-05-15
DEU,none,764437,2024-05-15
PRY,none,5431,2024-05-15
TON,none,1418,2024-05-15
OMN,quarantine,127,2024-05-15
ZAF,reject,15487,2024-05-15
MYS,quarantine,6858,2024-05-15
DJI,none,106,2024-05-15
COD,reject,70,2024-05-15
CIV,reject,133,2024-05-15
NIU,quarantine,2792,2024-05-15
URY,none,5661,2024-05-15
ISR,quarantine,3387,2024-05-15
WSM,reject,604,2024-05-15
GRC,none,65810,2024-05-15
MDG,quarantine,262,2024-05-15
NPL,quarantine,868,2024-05-15
FRA,invalid,410,2024-05-15
SOM,reject,241,2024-05-15
TGO,quarantine,137,2024-05-15
CHL,quarantine,5304,2024-05-15
NPL,none,3211,2024-05-15
TCA,quarantine,75,2024-05-15
SVK,invalid,14,2024-05-15
PYF,reject,73,2024-05-15
WSM,none,2283,2024-05-15
YEM,none,23,2024-05-15
NLD,reject,250345,2024-05-15
KWT,reject,149,2024-05-15
MYS,none,16880,2024-05-15
KOR,reject,1917,2024-05-15
CHE,invalid,95,2024-05-15
PNG,reject,49,2024-05-15
LUX,invalid,16,2024-05-15
TWN,quarantine,3164,2024-05-15
NCL,none,732,2024-05-15
SAU,quarantine,1134,2024-05-15
ZMB,none,404,2024-05-15
STP,quarantine,220,2024-05-15
PNG,quarantine,119,2024-05-15
VIR,reject,32,2024-05-15
ZAF,none,86163,2024-05-15
IDN,reject,12105,2024-05-15
BLR,reject,1736,2024-05-15
BMU,reject,176,2024-05-15
MSR,reject,263,2024-05-15
KOR,quarantine,948,2024-05-15
CUB,none,75,2024-05-15
ZAF,quarantine,20709,2024-05-15
NIC,quarantine,162,2024-05-15
UGA,reject,205,2024-05-15
ROU,none,100226,2024-05-15
SGP,reject,3638,2024-05-15
WLF,none,107,2024-05-15
SMR,none,120,2024-05-15
PYF,quarantine,80,2024-05-15
PRY,quarantine,1074,2024-05-15
JOR,quarantine,506,2024-05-15
IND,invalid,89,2024-05-15
KHM,none,291,2024-05-15
BMU,quarantine,77,2024-05-15
GRC,quarantine,19010,2024-05-15
MAR,reject,890,2024-05-15
TCD,quarantine,15,2024-05-15
COL,reject,19554,2024-05-15
LVA,quarantine,2467,2024-05-15
TUN,reject,240,2024-05-15
CAN,invalid,211,2024-05-15
FIN,reject,7450,2024-05-15
LSO,quarantine,41,2024-05-15
LUX,quarantine,3442,2024-05-15
THA,quarantine,3574,2024-05-15
MNP,quarantine,12,2024-05-15
BEN,none,860,2024-05-15
MYT,quarantine,198,2024-05-15
HUN,reject,6046,2024-05-15
GGY,reject,709,2024-05-15
GAB,none,192,2024-05-15
LBN,reject,69,2024-05-15
SYR,reject,36,2024-05-15
MMR,none,176,2024-05-15
UGA,quarantine,282,2024-05-15
FIN,quarantine,7455,2024-05-15
SEN,none,569,2024-05-15
WLF,quarantine,60,2024-05-15
MDG,invalid,1,2024-05-15
PYF,none,187,2024-05-15
JPN,reject,11416,2024-05-15
GTM,none,424,2024-05-15
MNG,quarantine,416,2024-05-15
MRT,none,148,2024-05-15
KNA,reject,17,2024-05-15
MWI,none,114,2024-05-15
JAM,reject,64,2024-05-15
HKG,reject,2844,2024-05-15
LTU,invalid,13,2024-05-15
JAM,none,98,2024-05-15
PSE,quarantine,206,2024-05-15
GBR,invalid,596,2024-05-15
SHN,none,1258,2024-05-15
PAK,quarantine,1604,2024-05-15
HND,none,413,2024-05-15
KHM,reject,128,2024-05-15
SWZ,none,64,2024-05-15
SDN,quarantine,29,2024-05-15
EST,none,24140,2024-05-15
TUN,none,2696,2024-05-15
NZL,invalid,46,2024-05-15
CRI,reject,530,2024-05-15
NAM,none,26,2024-05-15
PLW,none,1854,2024-05-15
SLB,reject,45,2024-05-15
WLF,reject,67,2024-05-15
ITA,quarantine,29837,2024-05-15
PAN,reject,417,2024-05-15
QAT,quarantine,323,2024-05-15
VGB,quarantine,53,2024-05-15
CAF,quarantine,64,2024-05-15
GIB,none,255,2024-05-15
CZE,invalid,62,2024-05-15
GNQ,reject,43,2024-05-15
ECU,none,4296,2024-05-15
ZMB,reject,92,2024-05-15
BGR,reject,26,2024-05-15
PSE,none,422,2024-05-15
POL,reject,202707,2024-05-15
MEX,none,60789,2024-05-15
COL,invalid,175,2024-05-15
BTN,quarantine,23,2024-05-15
GHA,reject,78,2024-05-15
TUR,none,59733,2024-05-15
TUR,invalid,86,2024-05-15
MNP,none,25,2024-05-15
CAN,none,186747,2024-05-15
RUS,none,158928,2024-05-15
IMN,quarantine,1639,2024-05-15
IMN,none,1594,2024-05-15
IOT,quarantine,16322,2024-05-15
BHS,none,40,2024-05-15
LAO,quarantine,286,2024-05-15
IMN,reject,596,2024-05-15
FRO,none,477,2024-05-15
NAM,reject,17,2024-05-15
NOR,reject,11858,2024-05-15
SWE,none,62412,2024-05-15
NIU,none,12914,2024-05-15
KEN,none,5674,2024-05-15
MEX,reject,7679,2024-05-15
DZA,reject,371,2024-05-15
USA,none,60284,2024-05-15
IRL,none,21667,2024-05-15
CRI,quarantine,587,2024-05-15
ESP,quarantine,47797,2024-05-15
ETH,none,1837,2024-05-15
SLV,quarantine,231,2024-05-15
BTN,reject,199,2024-05-15
GLP,quarantine,13,2024-05-15
LBR,none,12,2024-05-15
GLP,reject,51,2024-05-15
CPV,quarantine,30,2024-05-15
MAR,none,6139,2024-05-15
CHE,reject,49119,2024-05-15
IRN,quarantine,8557,2024-05-15
CIV,quarantine,585,2024-05-15
LBY,quarantine,305,2024-05-15
FJI,reject,85,2024-05-15
ZWE,reject,245,2024-05-15
CZE,none,113453,2024-05-15
SUR,none,185,2024-05-15
ITA,reject,20756,2024-05-15
CZE,quarantine,18782,2024-05-15
LTU,reject,2087,2024-05-15
MDG,reject,143,2024-05-15
NAM,quarantine,19,2024-05-15
COG,reject,33,2024-05-15
IND,reject,16465,2024-05-15
CCK,reject,4160,2024-05-15
TZA,none,1916,2024-05-15
ZWE,quarantine,210,2024-05-15
GHA,quarantine,125,2024-05-15
MAC,none,248,2024-05-15
GRC,reject,7013,2024-05-15
DOM,none,2126,2024-05-15
SOM,quarantine,170,2024-05-15
MYT,none,243,2024-05-15
BHS,reject,57,2024-05-15
KOR,none,4191,2024-05-15
QAT,invalid,2,2024-05-15
CYP,invalid,3,2024-05-15
HTI,reject,76,2024-05-15
YEM,reject,22,2024-05-15
GRD,quarantine,28,2024-05-15
HKG,invalid,7,2024-05-15
UKR,invalid,37,2024-05-15
ROU,invalid,31,2024-05-15
CUW,reject,20,2024-05-15
COK,reject,12,2024-05-15
ARE,none,1,2024-05-15
BMU,invalid,1,2024-05-15
IRL,invalid,23,2024-05-15
GGY,invalid,4,2024-05-15
GUF,none,23,2024-05-15
MRT,quarantine,23,2024-05-15
GNQ,quarantine,27,2024-05-15
MNG,invalid,2,2024-05-15
KIR,none,17,2024-05-15
CUW,quarantine,29,2024-05-15
NER,reject,14,2024-05-15
KNA,none,17,2024-05-15
KIR,quarantine,6,2024-05-15
LAO,invalid,4,2024-05-15
LCA,quarantine,37,2024-05-15
GUY,invalid,1,2024-05-15
SMR,reject,25,2024-05-15
SLE,quarantine,20,2024-05-15
ISL,invalid,8,2024-05-15
MLT,invalid,1,2024-05-15
HTI,quarantine,20,2024-05-15
NER,none,41,2024-05-15
DJI,quarantine,33,2024-05-15
GUF,reject,23,2024-05-15
TUV,invalid,7,2024-05-15
LSO,reject,36,2024-05-15
SLE,reject,43,2024-05-15
NOR,invalid,86,2024-05-15
PCN,reject,22,2024-05-15
TUN,invalid,18,2024-05-15
HMD,quarantine,11,2024-05-15
ARM,none,5,2024-05-15
YEM,quarantine,8,2024-05-15
NPL,invalid,3,2024-05-15
CXR,invalid,2,2024-05-15
MNP,reject,35,2024-05-15
URY,invalid,6,2024-05-15
REU,invalid,3,2024-05-15
NRU,quarantine,2,2024-05-15
DMA,reject,18,2024-05-15
GUM,none,4,2024-05-15
FIN,invalid,33,2024-05-15
HMD,reject,7,2024-05-15
BGD,none,3,2024-05-15
SOM,invalid,1,2024-05-15
CCK,invalid,30,2024-05-15
ZAF,invalid,39,2024-05-15
SLV,invalid,2,2024-05-15
NFK,quarantine,5,2024-05-15
KEN,invalid,6,2024-05-15
FSM,invalid,1,2024-05-15
PER,invalid,12,2024-05-15
GHA,invalid,5,2024-05-15
NFK,reject,21,2024-05-15
LVA,invalid,3,2024-05-15
NFK,none,13,2024-05-15
SLB,quarantine,21,2024-05-15
SSD,reject,3,2024-05-15
IRN,invalid,10,2024-05-15
SHN,invalid,6,2024-05-15
HMD,none,13,2024-05-15
JEY,invalid,2,2024-05-15
FLK,none,8,2024-05-15
SRB,invalid,1,2024-05-15
BGR,quarantine,6,2024-05-15
LBR,quarantine,3,2024-05-15
KNA,quarantine,8,2024-05-15
ARE,reject,8,2024-05-15
LIE,invalid,4,2024-05-15
COM,quarantine,3,2024-05-15
SGP,invalid,8,2024-05-15
VCT,invalid,3,2024-05-15
HRV,invalid,7,2024-05-15
ARM,reject,3,2024-05-15
GNB,quarantine,10,2024-05-15
GUF,quarantine,3,2024-05-15
TKL,invalid,2,2024-05-15
VIR,quarantine,11,2024-05-15
SAU,invalid,4,2024-05-15
GNB,reject,2,2024-05-15
COK,quarantine,2,2024-05-15
LKA,invalid,4,2024-05-15
PLW,invalid,2,2024-05-15
PCN,quarantine,1,2024-05-15
PAK,invalid,4,2024-05-15
PRY,invalid,2,2024-05-15
GRL,invalid,1,2024-05-15
COM,reject,6,2024-05-15
SLB,invalid,1,2024-05-15
LBR,reject,1,2024-05-15
NRU,none,7,2024-05-15
PCN,invalid,4,2024-05-15
UZB,invalid,6,2024-05-15
CYM,invalid,1,2024-05-15
PHL,invalid,3,2024-05-15
TON,invalid,3,2024-05-15
GUM,reject,2,2024-05-15
CRI,invalid,2,2024-05-15
SLE,invalid,1,2024-05-15
NER,invalid,1,2024-05-15
BEN,invalid,1,2024-05-15
BOL,invalid,2,2024-05-15
SGS,invalid,1,2024-05-15
LBN,invalid,1,2024-05-15
LBY,invalid,2,2024-05-15
BLR,invalid,2,2024-05-15
SPM,invalid,1,2024-05-15
FJI,invalid,1,2024-05-15
NGA,invalid,2,2024-05-15
STP,invalid,1,2024-05-15
BWA,invalid,1,2024-05-15
PAN,invalid,1,2024-05-15
VEN,invalid,2,2024-05-15
MKD,invalid,1,2024-05-15
MDV,invalid,1,2024-05-15
SSD,quarantine,5,2024-05-15
CIV,invalid,3,2024-05-15
EGY,invalid,1,2024-05-15
WSM,invalid,1,2024-05-15
GIN,reject,1,2024-05-15
KGZ,invalid,1,2024-05-15
GEO,invalid,1,2024-05-15
VUT,invalid,1,2024-05-15
MCO,invalid,1,2024-05-15
DOM,invalid,2,2024-05-15
HND,invalid,1,2024-05-15
BGD,reject,1,2024-05-15
DZA,invalid,1,2024-05-15
BTN,invalid,1,2024-05-15
NGA,quarantine,5968,2024-06-15
USA,quarantine,9223,2024-06-15
UGA,none,674,2024-06-15
RUS,invalid,143,2024-06-15
CCK,none,12559,2024-06-15
NGA,reject,897,2024-06-15
UKR,none,21597,2024-06-15
ESP,reject,15707,2024-06-15
MOZ,quarantine,286,2024-06-15
TON,quarantine,380,2024-06-15
URY,quarantine,1697,2024-06-15
GMB,reject,19,2024-06-15
CHN,none,16654,2024-06-15
LTU,quarantine,2363,2024-06-15
SPM,reject,193,2024-06-15
BOL,reject,411,2024-06-15
NIU,invalid,25,2024-06-15
ITA,none,744765,2024-06-15
KGZ,reject,155,2024-06-15
GGY,quarantine,684,2024-06-15
HUN,quarantine,9766,2024-06-15
EGY,reject,252,2024-06-15
DZA,quarantine,429,2024-06-15
CYM,quarantine,132,2024-06-15
CUB,quarantine,83,2024-06-15
HTI,none,148,2024-06-15
ZMB,quarantine,108,2024-06-15
SPM,none,437,2024-06-15
SVK,reject,7274,2024-06-15
NZL,quarantine,9634,2024-06-15
MDA,none,3956,2024-06-15
KAZ,none,5189,2024-06-15
UZB,reject,1054,2024-06-15
SWE,quarantine,11942,2024-06-15
CXR,quarantine,304,2024-06-15
SLE,none,113,2024-06-15
CXR,none,596,2024-06-15
MTQ,quarantine,4,2024-06-15
KAZ,quarantine,3967,2024-06-15
MUS,reject,284,2024-06-15
VNM,quarantine,2289,2024-06-15
MWI,quarantine,36,2024-06-15
IOT,invalid,112,2024-06-15
SLV,none,729,2024-06-15
IRN,none,33425,2024-06-15
ISL,none,7690,2024-06-15
TKL,quarantine,204,2024-06-15
ETH,quarantine,52,2024-06-15
LCA,reject,90,2024-06-15
ETH,reject,47,2024-06-15
SVK,none,55265,2024-06-15
TKL,reject,357,2024-06-15
PAN,quarantine,212,2024-06-15
RWA,reject,107,2024-06-15
VCT,reject,373,2024-06-15
BHR,reject,164,2024-06-15
NOR,none,75329,2024-06-15
POL,quarantine,100451,2024-06-15
DZA,none,678,2024-06-15
DOM,reject,685,2024-06-15
LKA,reject,665,2024-06-15
PAN,none,808,2024-06-15
MTQ,none,26,2024-06-15
GBR,quarantine,78841,2024-06-15
POL,none,441234,2024-06-15
IDN,quarantine,11801,2024-06-15
REU,none,2793,2024-06-15
FRO,reject,326,2024-06-15
VUT,quarantine,20,2024-06-15
VNM,invalid,18,2024-06-15
USA,reject,14588,2024-06-15
SPM,quarantine,277,2024-06-15
MMR,reject,80,2024-06-15
IDN,none,34221,2024-06-15
KEN,quarantine,9310,2024-06-15
IDN,invalid,30,2024-06-15
TCD,none,36,2024-06-15
TKM,reject,79,2024-06-15
STP,reject,296,2024-06-15
MNE,none,37793,2024-06-15
EST,reject,2999,2024-06-15
BOL,quarantine,423,2024-06-15
ATF,quarantine,121,2024-06-15
GGY,none,2184,2024-06-15
GAB,reject,129,2024-06-15
PRT,invalid,65,2024-06-15
PLW,reject,731,2024-06-15
IOT,none,58255,2024-06-15
ISL,reject,1392,2024-06-15
SXM,none,107,2024-06-15
ECU,reject,1096,2024-06-15
ROU,quarantine,9723,2024-06-15
PER,none,11290,2024-06-15
JEY,reject,199,2024-06-15
DEU,invalid,538,2024-06-15
CIV,none,1405,2024-06-15
EGY,quarantine,187,2024-06-15
ESP,none,190631,2024-06-15
AUT,reject,13139,2024-06-15
SWE,invalid,174,2024-06-15
RUS,quarantine,33299,2024-06-15
GRL,reject,314,2024-06-15
BDI,reject,74,2024-06-15
SYC,none,230,2024-06-15
BDI,none,138,2024-06-15
,none,211554,2024-06-15
PLW,quarantine,1140,2024-06-15
BDI,quarantine,40,2024-06-15
MCO,none,324,2024-06-15
SVN,reject,1868,2024-06-15
THA,reject,1285,2024-06-15
CPV,reject,56,2024-06-15
RWA,quarantine,193,2024-06-15
PRI,quarantine,40,2024-06-15
CHL,reject,6974,2024-06-15
MLT,reject,379,2024-06-15
FSM,quarantine,237,2024-06-15
TUR,reject,5217,2024-06-15
OMN,reject,268,2024-06-15
ATF,reject,143,2024-06-15
CHE,none,143529,2024-06-15
LIE,reject,1660,2024-06-15
PRT,reject,6966,2024-06-15
BMU,none,272,2024-06-15
REU,reject,581,2024-06-15
GIB,reject,57,2024-06-15
FJI,none,171,2024-06-15
BRN,reject,36,2024-06-15
IND,none,188665,2024-06-15
GBR,reject,126203,2024-06-15
MKD,none,2611,2024-06-15
SGP,none,15069,2024-06-15
TZA,quarantine,422,2024-06-15
COD,none,279,2024-06-15
GNQ,none,59,2024-06-15
EGY,none,559,2024-06-15
KWT,quarantine,172,2024-06-15
NOR,quarantine,66157,2024-06-15
IRN,reject,4856,2024-06-15
GRC,invalid,26,2024-06-15
CUW,none,89,2024-06-15
IRQ,quarantine,68,2024-06-15
SUR,quarantine,76,2024-06-15
ARM,none,8,2024-06-15
CHE,quarantine,150893,2024-06-15
SAU,reject,1205,2024-06-15
MAC,reject,42,2024-06-15
MUS,none,880,2024-06-15
SRB,quarantine,1490,2024-06-15
GTM,reject,131,2024-06-15
CMR,none,626,2024-06-15
CHN,reject,5710,2024-06-15
BHR,none,200,2024-06-15
AUT,none,159310,2024-06-15
VGB,none,114,2024-06-15
BWA,none,582,2024-06-15
DNK,none,52211,2024-06-15
GEO,none,2571,2024-06-15
MKD,quarantine,623,2024-06-15
SYR,none,212,2024-06-15
JOR,reject,120,2024-06-15
DNK,quarantine,14978,2024-06-15
ITA,invalid,215,2024-06-15
MUS,quarantine,270,2024-06-15
SLV,reject,265,2024-06-15
MTQ,reject,25,2024-06-15
MOZ,none,1032,2024-06-15
LKA,quarantine,785,2024-06-15
CYP,quarantine,607,2024-06-15
GUY,none,172,2024-06-15
ESP,invalid,100,2024-06-15
DMA,none,25,2024-06-15
VIR,none,20,2024-06-15
SAU,none,4600,2024-06-15
MEX,quarantine,8931,2024-06-15
MAR,quarantine,1138,2024-06-15
GIB,quarantine,54,2024-06-15
VEN,quarantine,404,2024-06-15
MDV,reject,76,2024-06-15
NLD,none,980677,2024-06-15
DEU,reject,137542,2024-06-15
MNG,reject,440,2024-06-15
HRV,quarantine,2071,2024-06-15
MCO,quarantine,80,2024-06-15
SGP,quarantine,3928,2024-06-15
CAF,reject,111,2024-06-15
AUT,invalid,52,2024-06-15
MEX,invalid,53,2024-06-15
GRD,none,126,2024-06-15
TLS,quarantine,33,2024-06-15
AUT,quarantine,14151,2024-06-15
FRA,none,273421,2024-06-15
